title	predicted	actual	threshold_pred
Category:Descartes scholars	0.10486046135596251	0.0	True
Category:Taxa described in 2005	0.11355895751233282	0.0	True
Prey (novel)	0.14481917809534484	0.0	True
Category:Internalism and externalism	0.11540584553398617	0.0	True
Luciad	0.4224479953622389	0.0	True
Template:Nervous system physiology	0.19328422345992693	0.0	True
Simulated reality	0.15255322320090997	0.0	True
Dactyly	0.11899802780278396	0.0	True
Category:Taxa described in 1994	0.22313197182413208	0.0	True
Radical translation	0.23835298938927377	0.0	True
File:Pacific Missionary Aviation logo.jpg	0.5964797030783944	0.0	True
Portal:Ethics	0.1043943176574514	0.0	True
Flow Cytometry Standard	0.2568627343989015	0.0	True
USAF/DoD reporting names	0.1224406540730723	0.0	True
Pacific Biodiversity Information Forum	0.22100139035899896	0.0	True
Association for Politics and the Life Sciences	0.13865443285434018	0.0	True
Category:Environmental conferences	0.8524631468602402	0.0	True
List of institutes and centers of the National Institutes of Health	0.10123637011345851	0.0	True
Challenge point framework	0.2055390798979957	0.0	True
Dual-task paradigm	0.11483552368676932	0.0	True
Category:Taxa described in 2000	0.1133984299016072	0.0	True
Category:Theories of language	0.11117842509554295	0.0	True
Sarnoff Fellowship	0.23838877626064742	0.0	True
Category:Philosophy of life	0.107433865246766	0.0	True
Callanetics	0.11010377531128489	0.0	True
Template:Animal communication	0.11145516763987671	0.0	True
Template:Endocrine system anatomy	0.1103030480790966	0.0	True
Category:Philosophy of mind images	0.14258134150038335	0.0	True
Category:Personal life	0.1809588669486297	0.0	True
Aurora programme	0.1572298064904093	0.0	True
BioRuby	0.11802501336743626	0.0	True
Professional-managerial class	0.1141947308864563	0.0	True
ARINC 629	0.12626651476355996	0.0	True
Neural computation	0.5421391642091374	0.0	True
Joel Dudley	0.6309116341739995	0.0	True
2018 Atlanta cyberattack	0.43558392860750855	0.0	True
Eva J. Pell	0.13112702957823946	0.0	True
Category:Problem behavior	0.10532791410539849	0.0	True
Weill Cornell Graduate School of Medical Sciences	0.12842043504172954	0.0	True
Category:Anatomical simulation	0.6191748881156053	0.0	True
Category:Taxa described in 1974	0.10432418590485981	0.0	True
ANGIS	0.5857675985123776	0.0	True
European Summer School in Logic, Language and Information	0.4740793405829761	0.0	True
Large scale brain networks	0.2199519723990845	0.0	True
Category:Aviation in the Netherlands	0.174987426989946	0.0	True
Barwise Prize	0.42336189581315725	0.0	True
File:Hit the gas.JPG	0.27874188472587375	0.0	True
Category:Obsolete taxa	0.10450828046087328	0.0	True
PMDTT	0.17033294860871323	0.0	True
COPASI	0.260247203748637	0.0	True
GenoCAD	0.1767145484351095	0.0	True
Yakovlevian torque	0.15167290495264849	0.0	True
Scientific controversy	0.13567889707873979	0.0	True
Educational neuroscience	0.22999563441653914	0.0	True
Virtual microscopy	0.16896356866934698	0.0	True
Carnap Papers	0.10174273569687775	0.0	True
Memory-prediction framework	0.3061662045382173	0.0	True
DNA digital data storage	0.38801583838356196	0.0	True
Category:Fisheries science	0.18445189536287368	0.0	True
Category:Subfields of zoology	0.1327722638520496	0.0	True
Template:EMBL genus	0.4397893661366035	0.0	True
SAGE KE	0.1302949987187605	0.0	True
Giant Virus Finder	0.10294169439493168	0.0	True
GeneTalk	0.3426953621827391	0.0	True
Category:Virus taxonomy	0.2086644692740716	0.0	True
Phrap	0.1261254516772617	0.0	True
Template:GBIF link	0.127406989628899	0.0	True
Methods used to study memory	0.11645252953905179	0.0	True
Neurometrics	0.1292915695977032	0.0	True
Category:Environmental humanities	0.17055183546518768	0.0	True
Maximum parsimony (phylogenetics)	0.19848083284865725	0.0	True
Anangeon	0.10256885478398356	0.0	True
List of systems biology conferences	0.27122033422167013	0.0	True
Sarnat Prize	0.14834769578671714	0.0	True
Functional element SNPs database	0.12483141624798487	0.0	True
Biological neuron model	0.3150427388182099	0.0	True
Benjamin Franklin Award (Bioinformatics)	0.15150672302392088	0.0	True
Multiomics	0.17008626310506386	0.0	True
Finite model property	0.1836196502421599	0.0	True
Category:Rigid airships of the United States Navy	0.1322276000689151	0.0	True
Emma Rush	0.1143992993439789	0.0	True
Digital organism	0.9189054697686498	0.0	True
Brain Emotional Learning Inspired Models	0.1634435660369551	0.0	True
Category:Free biomedical software	0.336667147037829	0.0	True
Template:Complex enzymatic reaction	0.18814602408811973	0.0	True
Category:Organisms living on hydrothermal vents	0.15086420453962357	0.0	True
Systems Biology Ontology	0.14039841308671763	0.0	True
Connect (biotechnology organization)	0.1666474587298419	0.0	True
Tree of Life Web Project	0.3071390800626298	0.0	True
Template:Bouchet 2005	0.24730959713097678	0.0	True
Programming ethics	0.8883617102734866	0.0	True
Category:Aviation in the Netherlands Antilles	0.174987426989946	0.0	True
Google Balloon Internet	0.28682909741642904	0.0	True
Biodiversity informatics	0.26171922525007335	0.0	True
GenMAPP	0.12845943163864748	0.0	True
Category:Taxa described in 2007	0.13793657740568285	0.0	True
Debora Marks	0.14924195363869677	0.0	True
NEST (software)	0.8975870732087678	0.0	True
Category:Sexual selection	0.15971131924259377	0.0	True
Association for Nutrition	0.16805564777718937	0.0	True
Category:Operating signals	0.12180132413632402	0.0	True
Template:FishBase	0.12411175491246264	0.0	True
FNRS-1	0.17584601660342686	0.0	True
NRANK	0.11328249315670745	0.0	True
ISCB Fellow	0.5024640746350093	0.0	True
Gerd Gigerenzer	0.11759042918340985	0.0	True
Bioconductor	0.23619448978741925	0.0	True
Secure Flight	0.5240998836537495	0.0	True
Financial gerontology	0.1019092856800674	0.0	True
International Society for Computational Biology	0.8485768595727978	0.0	True
Systems neuroscience	0.230727555565213	0.0	True
Colonial commodity fiat	0.12422017023589949	0.0	True
Aparokshanubhuti	0.13863142413360488	0.0	True
Book:Neuroscience	0.17186468909678945	0.0	True
File:Captain-Jack-Sparrow.jpg	0.5801098078122862	0.0	True
Category:Hobbes scholars	0.10486046135596251	0.0	True
Biobank ethics	0.2646576028075	0.0	True
Igor Jurisica	0.7965486719350435	0.0	True
Template:FishBase genus	0.12411175491246264	0.0	True
Template:BrainMaps	0.12546296638251273	0.0	True
Anduril (workflow engine)	0.4326117122742492	0.0	True
HitPredict	0.1016887994594035	0.0	True
National Core for Neuroethics	0.27043871476820563	0.0	True
Category:Philosophical problems	0.10692332541307785	0.0	True
Template:NRDB family	0.12304035576022926	0.0	True
Creatures 3	0.12979178048098397	0.0	True
Barbara J. Grosz	0.9639968713088751	0.0	True
Category:Free biology software	0.16328758234278226	0.0	True
BioPerl	0.5469187277513057	0.0	True
Toward a Science of Consciousness	0.22715895989247226	0.0	True
MochiView	0.23738595771681342	0.0	True
GenGIS	0.28775976594484615	0.0	True
Cloëtta Prize	0.1220097917452182	0.0	True
BioUML	0.7418896811412775	0.0	True
Forward chaining	0.3161572096288117	0.0	True
Lin Chao	0.1568828126997178	0.0	True
Bak–Sneppen model	0.16681254293047712	0.0	True
Neuronal memory allocation	0.26617656336276446	0.0	True
Thereza Imanishi-Kari	0.2103793147115515	0.0	True
Category:Medical research	0.7511642464900722	0.0	True
Nonsynaptic plasticity	0.18893460718851227	0.0	True
Great Backyard Bird Count	0.18278621803354445	0.0	True
Category:Airlines by type	0.1766857782999041	0.0	True
BioPharm (US company)	0.4601078740168541	0.0	True
Category:Evolution of language	0.11117842509554295	0.0	True
Berkeley SETI Research Center	0.37637668771272076	0.0	True
Newick format	0.16288931333980652	0.0	True
Biositemap	0.6982886169054471	0.0	True
Sheldon Krimsky	0.18936350149119627	0.0	True
List of neuroscience databases	0.40248432055061056	0.0	True
DIALIGN-TX	0.12053058852292552	0.0	True
Maximum clade credibility tree	0.34860081947381144	0.0	True
Virtual synchrony	0.7304264476547322	0.0	True
GeneRec	0.13436163296734818	0.0	True
Kalevi Kull	0.10041599318802509	0.0	True
Category:Alien language	0.11117842509554295	0.0	True
PathVisio	0.40239186976413466	0.0	True
Bursting	0.25996655331264323	0.0	True
Eric Horvitz	0.9980284218875236	0.0	True
Category:Taxa described in 2010	0.17660417023941055	0.0	True
Pathema	0.461551388767078	0.0	True
Separation of concerns	0.5439118656233559	0.0	True
FitzHugh–Nagumo model	0.17261580113857775	0.0	True
List of protein-ligand docking software	0.10113801757714398	0.0	True
Inez Fung	0.2164366289404449	0.0	True
International Conference on Systems Biology	0.41174598578625715	0.0	True
Category:Dilthey scholars	0.10486046135596251	0.0	True
HHpred / HHsearch	0.10733872795252115	0.0	True
G-less cassette	0.11972324478442482	0.0	True
Aeronautical Message Handling System	0.24813300855773832	0.0	True
CNIB Chanchlani Global Vision Research Award	0.29669145470233765	0.0	True
Neurosecurity	0.23160057552755753	0.0	True
Category:Domestic life	0.1809588669486297	0.0	True
Kihara Memorial Foundation Academic Award	0.1810182932483835	0.0	True
Kavli Prize	0.16108027287169555	0.0	True
Permanent cell	0.11729443531698479	0.0	True
Frederick Carrick	0.14874163204089183	0.0	True
COSBI	0.37809901974733634	0.0	True
Semantic memory	0.1042518191042922	0.0	True
Category:Murder committed by adults	0.13754553534320965	0.0	True
Darlington Lecture	0.2543561366699864	0.0	True
Category:Leibniz scholars	0.10486046135596251	0.0	True
Biocybernetics	0.20927516258653242	0.0	True
Category:Foucault scholars	0.10486046135596251	0.0	True
Template:GRIN genus	0.16881238974113688	0.0	True
Slow vertex response	0.18606094407200657	0.0	True
Leo Buss	0.10780127925732479	0.0	True
Neighbor joining	0.4768287953357614	0.0	True
Postcognitivism	0.2320447537511467	0.0	True
File:BernardWilliams.jpg	0.43556980904473114	0.0	True
Subvocal recognition	0.109803212819406	0.0	True
MAFFT	0.3514701696171936	0.0	True
Category:Taxa described in 2016	0.13202629443124037	0.0	True
Lenapenem	0.1865624679039981	0.0	True
Category:Nietzsche scholars	0.10486046135596251	0.0	True
Afterhyperpolarization	0.11725327626003444	0.0	True
International Society for Biosemiotic Studies	0.17970933078671625	0.0	True
European Students Conference	0.15737554579959492	0.0	True
Genomespace	0.24917555707975708	0.0	True
Osteoware	0.11923526153267146	0.0	True
Template:Taxonomic references	0.17961563812495926	0.0	True
Apache cTAKES	0.5941608214855169	0.0	True
Drools	0.6304216509952665	0.0	True
Robert J. and Claire Pasarow Foundation Medical Research Award	0.11368869228513002	0.0	True
PHYLIP	0.646624392266679	0.0	True
International Aerobatic Club	0.16352213873521299	0.0	True
List of fellows of the AACR Academy	0.1380955803482809	0.0	True
Zooloretto	0.10334139251503006	0.0	True
Contact Conference	0.25514511805179796	0.0	True
Category:Algal taxonomy	0.2086644692740716	0.0	True
Sensitive security information	0.4425882747361238	0.0	True
Category:Human cells	0.10712556873250495	0.0	True
GENESIS (software)	0.5573344732683935	0.0	True
Category:Airline tickets	0.13277861268153138	0.0	True
Janet Iwasa	0.3061562229983762	0.0	True
Research ethics consultation	0.24761379881584272	0.0	True
Category:Quality of life	0.1809588669486297	0.0	True
Cellular memory modules	0.1241899250212496	0.0	True
Template:FishBase subspecies	0.12411175491246264	0.0	True
Template:Marine Algae of California	0.11644424613663255	0.0	True
Template:Go Orchids	0.1610333856855033	0.0	True
Amplitude of low frequency fluctuations	0.16214922197659565	0.0	True
Self-replication	0.10440840667719165	0.0	True
Category:Biosimulation software	0.9484482181760167	0.0	True
European Center for Studies and Research in Ethics	0.1677979945282362	0.0	True
Category:Taxa described in 2015	0.10015604325789278	0.0	True
BioFabric	0.15826620559371085	0.0	True
Phase resetting in neurons	0.12492901899361666	0.0	True
Valuation-based system	0.4018633360588452	0.0	True
Haldane Lecture	0.1335028133298954	0.0	True
Template:PDB2	0.14375928688169712	0.0	True
Category:Protein targeting	0.12982582585146565	0.0	True
Registered Traveler	0.12096046852399157	0.0	True
Machine ethics	0.8731923288079455	0.0	True
Category:Protein methods	0.4135753646343597	0.0	True
NIROSETI	0.1421453608814929	0.0	True
ISCB Innovator Award	0.5550745879634502	0.0	True
Aciduliprofundum	0.17054126050593194	0.0	True
Template:Monticello apples	0.48960700532880613	0.0	True
Category:Taxa described in 2017	0.21826092170894001	0.0	True
High-conductance state	0.3510744955860304	0.0	True
Holonomic brain theory	0.4500938259165193	0.0	True
Clone manager	0.28815499343562956	0.0	True
Template:GBIF	0.10578802023065804	0.0	True
Category:George Berkeley scholars	0.14483862541761813	0.0	True
Category:Environment by region	0.1007641369063483	0.0	True
Association for Logic, Language and Information	0.38651094100283395	0.0	True
BioBIKE	0.8775051461611497	0.0	True
Category:Kyoto School	0.16564112202222916	0.0	True
International Society for Biocuration	0.36511033189724496	0.0	True
Cellomics	0.6793073199617805	0.0	True
Robyn Bluhm	0.13698966999145515	0.0	True
QIIME	0.10191985591101212	0.0	True
Critical distance (animals)	0.10627730877821279	0.0	True
Larry Sandler Memorial Award	0.46322168096181304	0.0	True
Category:Gadamer scholars	0.10486046135596251	0.0	True
Foreknowledge	0.16031678756042916	0.0	True
Echoic memory	0.3610915278993136	0.0	True
Category:Levinas scholars	0.10486046135596251	0.0	True
Gordon H. Bower	0.13822655428944197	0.0	True
Natural language	0.2515133324703006	0.0	True
Gruber Prize in Genetics	0.16148312772948212	0.0	True
List of personal air vehicles	0.3148253713492226	0.0	True
Relative apparent synapomorphy analysis	0.11562491490991739	0.0	True
BioLinux	0.7969234282899806	0.0	True
Category:Perception	0.18563992968455698	0.0	True
BioModels	0.26659796383251394	0.0	True
Template:Christmas trees	0.11114917184168197	0.0	True
Category:Airline headquarters	0.14457754388798402	0.0	True
Category:Philosophers of social science	0.2275835943890812	0.0	True
Gujarat Environment Management Institute	0.27321111495283745	0.0	True
Neural efficiency hypothesis	0.13554669649549428	0.0	True
Neuronal tracing	0.6902481358943784	0.0	True
Bellerophon program	0.21005797612787286	0.0	True
Category:Giambattista Vico scholars	0.10486046135596251	0.0	True
Universal reason	0.18272109271142073	0.0	True
Category:Bioinformatics organizations	0.10507523422017168	0.0	True
Antibody Solutions	0.1764753687859967	0.0	True
Tracking (commercial airline flight)	0.14915790923249544	0.0	True
World Association of Copepodologists	0.14995296591574048	0.0	True
PAUP*	0.49326518629712557	0.0	True
Public Population Project in Genomics	0.20386186659321945	0.0	True
Category:Brevity codes	0.2317299886493391	0.0	True
Systems and Synthetic Biology	0.14676123920078488	0.0	True
National Adaptation Programme of Action	0.2198547121972024	0.0	True
Digital pathology	0.25551950928819755	0.0	True
Marcel Linsman Prize	0.2639289551591264	0.0	True
Category:Habermas scholars	0.10486046135596251	0.0	True
Acoustocerebrography	0.12890077162293853	0.0	True
PLINK (genetic tool-set)	0.15088422177519947	0.0	True
John Ning-Yuean Lee	0.11025641763930674	0.0	True
Template:TopicTOC-Immunology	0.25066803158913886	0.0	True
Memory augmentation	0.2382010770040369	0.0	True
Cophenetic	0.14296965448525248	0.0	True
Peter Eriksson (neuroscientist)	0.12192321160818897	0.0	True
Clinical and Translational Science Award	0.35597217570121475	0.0	True
Computational and Statistical Genetics	0.20932102704376085	0.0	True
Psychological effects of Internet use	0.2669204743129268	0.0	True
ELDIS	0.34739067244026595	0.0	True
PRI disease resistant apple breeding program	0.28606409195636995	0.0	True
Soaplab	0.5390678316654767	0.0	True
NeuroLex	0.6429601558189162	0.0	True
PatternHunter	0.10166475087200523	0.0	True
List of phylogenetics software	0.11775172745991697	0.0	True
Over-the-horizon Airborne Sensor Information System	0.20884585555782664	0.0	True
DictyBase	0.3407635402215393	0.0	True
Kodi Ravichandran	0.17339362443364095	0.0	True
Distributed cognition	0.2295088287451526	0.0	True
Evolution: The Game of Intelligent Life	0.11109799277639158	0.0	True
Lateral intraparietal cortex	0.20694349885951327	0.0	True
COMPLEAT (Bioinformatics tool)	0.128245871612241	0.0	True
Mildred Z. Solomon	0.10027655348793939	0.0	True
Category:Unsolved problems in neuroscience	0.23870180400618665	0.0	True
SensUs	0.11902623473450083	0.0	True
Flyawake	0.11490549978586256	0.0	True
Kermit Gordon	0.10507295611213043	0.0	True
Neuroheuristics	0.19571939413163103	0.0	True
Template:Biology of Seaweeds	0.1335127960756585	0.0	True
Category:Renewable resources	0.2131161037576715	0.0	True
Neuroethics Research Unit	0.30510674389100356	0.0	True
Category:Extraterrestrial life	0.1809588669486297	0.0	True
Geovisualization	0.7405856754141927	0.0	True
Roger W. Ferguson Jr.	0.16354378521259702	0.0	True
Eidetic memory	0.12557401467744464	0.0	True
Category:Eating behaviors of humans	0.11407438155075256	0.0	True
Equality-generating dependency	0.5227819033945121	0.0	True
Category:Jean Nicod Prize laureates	0.1834763300144064	0.0	True
Center for Climate Systems Research	0.15082956687097426	0.0	True
Category:Biology software	0.9484482181760167	0.0	True
MUSCLE (alignment software)	0.2414649376339604	0.0	True
Template:NPIN	0.12178057386812997	0.0	True
File:Xi Kang.JPG	0.18212307931565092	0.0	True
Mayo Clinic Graduate School of Biomedical Sciences	0.11400416350220315	0.0	True
Template:The Banksia Atlas	0.19291384737842251	0.0	True
Federation of European Nutrition Societies	0.18859092828526255	0.0	True
List of awards in bioinformatics and computational biology	0.4936996057026706	0.0	True
Citizen Cyborg	0.11760239385185954	0.0	True
Embedded dependency	0.4039799331456913	0.0	True
Smallpox virus retention controversy	0.1072180546919725	0.0	True
Austrocortilutein	0.1320954047862358	0.0	True
Animal science	0.10145896207053927	0.0	True
Character amnesia	0.11421157497041844	0.0	True
Category:Environmental technology	0.1652244276721271	0.0	True
Gert Korthof	0.1826704788394282	0.0	True
Category:Aviation in the Philippines	0.1344719814280437	0.0	True
Grammaticality	0.16410825823840194	0.0	True
Embodied cognition	0.15080430962177996	0.0	True
Experimental factor ontology	0.20318352813265922	0.0	True
The Karlskrona Manifesto	0.12516956169519397	0.0	True
Category:Gliding associations	0.21607772701474554	0.0	True
Proteomics Standards Initiative	0.11361584074457912	0.0	True
.NET Bio	0.19634920304334266	0.0	True
BLAST	0.2279602563801177	0.0	True
Bioinformatics workflow management system	0.24051801954010274	0.0	True
File:Rav Joseph Soloveitchik.gif	0.5587855391490573	0.0	True
Category:Hegel scholars	0.10486046135596251	0.0	True
FlyFactorSurvey	0.10698328270070927	0.0	True
Category:Philosophy-related outlines	0.31966932430787265	0.0	True
Category:Kierkegaard scholars	0.10486046135596251	0.0	True
JAligner	0.14361455401674683	0.0	True
Category:Taxa by author	0.23462156668989875	0.0	True
Category:African socialism	0.15203927229204367	0.0	True
Template:ICTVdB	0.12925030945980429	0.0	True
Visual short-term memory	0.17307811461749645	0.0	True
Dendroscope	0.23395861083298308	0.0	True
Template:Apples	0.2901842373570114	0.0	True
File:LoyalRue.jpg	0.12386533159420657	0.0	True
Rafael Capurro	0.18620173756375175	0.0	True
File:Aura and Buttercup splashing.jpg	0.1084636934109316	0.0	True
Template:Biology of Desmids	0.1335127960756585	0.0	True
Moravec's paradox	0.5345435816661676	0.0	True
Category:Computational phylogenetics	0.1090030249717223	0.0	True
GENSCAN	0.22699390263639016	0.0	True
Category:Carl Jung	0.11039993859808848	0.0	True
Atkinson–Shiffrin memory model	0.133686934104501	0.0	True
Category:Cognition	0.16449129783294927	0.0	True
Category:Nature centers	0.2252295818308816	0.0	True
Carla Cordua	0.10191008368895361	0.0	True
Apache Taverna	0.6995552388591203	0.0	True
Comparison of DNA sequencing services	0.5882546567206907	0.0	True
Category:Bioimaging software	0.9484482181760167	0.0	True
GenePattern	0.6144830321973301	0.0	True
In silico	0.15042506821723955	0.0	True
Hubert Dreyfus	0.21592618605318897	0.0	True
Numerical taxonomy	0.20579306701374978	0.0	True
File:Maurice Cranston.jpg	0.306741150865933	0.0	True
Natural Capital Initiative	0.13322571309275336	0.0	True
Handel (bioinformatics software package)	0.2544225053051923	0.0	True
Flow cytometry bioinformatics	0.14276173968763017	0.0	True
IRIS (biosensor)	0.15884004617968608	0.0	True
Anti-Hebbian learning	0.29186610739462915	0.0	True
Category:Computational biology	0.24535247966441592	0.0	True
BLAT (bioinformatics)	0.3537984521715116	0.0	True
Ezekiel Adebiyi	0.820983118670054	0.0	True
Recognition memory	0.1128027633770911	0.0	True
Category:Taxa described in 2008	0.14498017971252497	0.0	True
Cytoscape	0.20257771021091853	0.0	True
Category:Massry Prize recipients	0.13173783105972695	0.0	True
Red neuron	0.10131560721414001	0.0	True
Decision-making	0.13930168342241178	0.0	True
Category:Prehistoric life sorted by taxa	0.1311959504330311	0.0	True
Echinobase	0.16865311550795395	0.0	True
Eco (video game)	0.32125646508890965	0.0	True
NeuroFocus	0.16227742573266066	0.0	True
Giuseppe Novelli	0.19810028931556167	0.0	True
Scientific community metaphor	0.21665168454866468	0.0	True
Brainbow	0.17555703279961815	0.0	True
Myca	0.25104548199649335	0.0	True
Jim T. Enright	0.22575829414778087	0.0	True
Margaret Masterman	0.32294701747533966	0.0	True
Category:Biomedical software	0.9484482181760167	0.0	True
Galaxy (computational biology)	0.5811936963452852	0.0	True
PICRUSt	0.206042998888373	0.0	True
Spike (database)	0.10440059071511645	0.0	True
Split networks	0.17475363399289823	0.0	True
Binding neuron	0.43556994518052616	0.0	True
Category:Religion and science	0.18445189536287368	0.0	True
Template:Taxonomic ranks 1	0.17026139852238054	0.0	True
BioMart	0.9024012107409464	0.0	True
Spike-timing-dependent plasticity	0.26576296228860685	0.0	True
HYPHY (software)	0.34868664634076907	0.0	True
Next Generation Network Enabled Weather	0.20389969988860285	0.0	True
OptiRTC	0.3049842061474629	0.0	True
Microbicides Development Programme	0.13911171241308978	0.0	True
Accommodation index	0.3807569244614609	0.0	True
Category:Paraphyletic groups	0.17390300281460486	0.0	True
Guessing	0.1480469429266727	0.0	True
Neuromorphology	0.25114685202818576	0.0	True
