title	predicted	actual	threshold_pred
National Core for Neuroethics	0.35271062672691056	0.0	True
Barbara J. Grosz	0.982132335411073	0.0	True
BioPerl	0.5649593161942038	0.0	True
Toward a Science of Consciousness	0.26305744083598603	0.0	True
MochiView	0.21249799574337566	0.0	True
GenGIS	0.1965929068134964	0.0	True
BioUML	0.7994239458551338	0.0	True
Forward chaining	0.5163612162984853	0.0	True
Bak–Sneppen model	0.21429156458996299	0.0	True
Neuronal memory allocation	0.323557636749603	0.0	True
Thereza Imanishi-Kari	0.2908838385406921	0.0	True
Category:Medical research	0.8063386723389867	0.0	True
Nonsynaptic plasticity	0.2684441260741688	0.0	True
Great Backyard Bird Count	0.18482998446583856	0.0	True
Category:Airlines by type	0.18192045639446064	0.0	True
BioPharm (US company)	0.4924866289885519	0.0	True
Berkeley SETI Research Center	0.3980835540455179	0.0	True
Biositemap	0.6787796455366746	0.0	True
Sheldon Krimsky	0.23110352205264814	0.0	True
List of neuroscience databases	0.3357059808613886	0.0	True
Maximum clade credibility tree	0.45174095689286153	0.0	True
Virtual synchrony	0.8025830089926621	0.0	True
GeneRec	0.15250901955907645	0.0	True
PathVisio	0.41503458713247754	0.0	True
Bursting	0.27487463641158166	0.0	True
Eric Horvitz	0.999278950944077	0.0	True
Category:Taxa described in 2010	0.2150888198820058	0.0	True
Pathema	0.5119604641189786	0.0	True
Separation of concerns	0.5262022872350794	0.0	True
FitzHugh–Nagumo model	0.17781739940184424	0.0	True
Inez Fung	0.18245613534093175	0.0	True
International Conference on Systems Biology	0.4213886175366881	0.0	True
G-less cassette	0.15825021203076617	0.0	True
Aeronautical Message Handling System	0.27487247497606976	0.0	True
CNIB Chanchlani Global Vision Research Award	0.27352043001268156	0.0	True
Neurosecurity	0.16377144283478082	0.0	True
Category:Domestic life	0.16971748211091486	0.0	True
Kihara Memorial Foundation Academic Award	0.1830678837450427	0.0	True
COSBI	0.32184673817776827	0.0	True
Category:Murder committed by adults	0.16389106526194672	0.0	True
Darlington Lecture	0.34839189809747007	0.0	True
Biocybernetics	0.28573488058636864	0.0	True
Slow vertex response	0.2247235340347568	0.0	True
Neighbor joining	0.5732986183951353	0.0	True
Postcognitivism	0.2476643160607806	0.0	True
File:BernardWilliams.jpg	0.43603761955988446	0.0	True
MAFFT	0.442686361688091	0.0	True
International Society for Biosemiotic Studies	0.20343730213927722	0.0	True
Template:Taxonomic references	0.19090580478739155	0.0	True
Apache cTAKES	0.6966483216044362	0.0	True
Drools	0.6928296730885585	0.0	True
PHYLIP	0.6818036704573207	0.0	True
International Aerobatic Club	0.2327190535835657	0.0	True
Contact Conference	0.2414921784011484	0.0	True
Category:Algal taxonomy	0.2840120729394994	0.0	True
Sensitive security information	0.4196416900051539	0.0	True
GENESIS (software)	0.5180300126610042	0.0	True
Category:Airline tickets	0.17724254668175132	0.0	True
Janet Iwasa	0.3885166821705278	0.0	True
Research ethics consultation	0.31543681017770486	0.0	True
Category:Quality of life	0.16971748211091486	0.0	True
Template:Go Orchids	0.17580241520716744	0.0	True
Amplitude of low frequency fluctuations	0.21010771358052324	0.0	True
Category:Biosimulation software	0.9131923182934318	0.0	True
European Center for Studies and Research in Ethics	0.1854145615972382	0.0	True
Valuation-based system	0.4529817405935456	0.0	True
Haldane Lecture	0.1543898245825407	0.0	True
Machine ethics	0.9400828864791748	0.0	True
Category:Protein methods	0.34620794208776895	0.0	True
ISCB Innovator Award	0.6847444338988463	0.0	True
Aciduliprofundum	0.2370485449924832	0.0	True
Template:Monticello apples	0.5389668501356919	0.0	True
Category:Taxa described in 2017	0.2713062906841049	0.0	True
High-conductance state	0.4211139061264779	0.0	True
Holonomic brain theory	0.41592566781926876	0.0	True
Clone manager	0.40063153411543717	0.0	True
Association for Logic, Language and Information	0.3237421678346449	0.0	True
BioBIKE	0.904576759321671	0.0	True
Category:Kyoto School	0.16596676525003293	0.0	True
International Society for Biocuration	0.3787306444025531	0.0	True
Cellomics	0.7052794482453012	0.0	True
Larry Sandler Memorial Award	0.5126332595933878	0.0	True
Foreknowledge	0.2029292354720224	0.0	True
Echoic memory	0.5454663884021465	0.0	True
Natural language	0.27587528297557723	0.0	True
List of personal air vehicles	0.39919435507711976	0.0	True
BioLinux	0.8165859187197453	0.0	True
Category:Perception	0.22882131627814167	0.0	True
BioModels	0.22593096899428247	0.0	True
Category:Airline headquarters	0.17549729088970095	0.0	True
Category:Philosophers of social science	0.29331617995345804	0.0	True
Gujarat Environment Management Institute	0.3400800868683324	0.0	True
Neuronal tracing	0.6876396476365532	0.0	True
Bellerophon program	0.20566304789483908	0.0	True
Universal reason	0.18308276976437346	0.0	True
Antibody Solutions	0.19851892982793692	0.0	True
Tracking (commercial airline flight)	0.16128774632418763	0.0	True
PAUP*	0.5139061708928273	0.0	True
Public Population Project in Genomics	0.19195540102819628	0.0	True
Category:Brevity codes	0.20551631770798914	0.0	True
National Adaptation Programme of Action	0.3113365385865532	0.0	True
Digital pathology	0.19422037410410303	0.0	True
Marcel Linsman Prize	0.35543551556077085	0.0	True
Acoustocerebrography	0.16394216382961815	0.0	True
Template:TopicTOC-Immunology	0.334715149270462	0.0	True
Memory augmentation	0.18220940804133864	0.0	True
Clinical and Translational Science Award	0.34288911811322503	0.0	True
Computational and Statistical Genetics	0.2374904784567161	0.0	True
Psychological effects of Internet use	0.24039662381168586	0.0	True
ELDIS	0.30915951880147113	0.0	True
PRI disease resistant apple breeding program	0.27734702857927673	0.0	True
Soaplab	0.47786831883384656	0.0	True
NeuroLex	0.7228476811977511	0.0	True
Over-the-horizon Airborne Sensor Information System	0.16194669353501973	0.0	True
DictyBase	0.33893307520572546	0.0	True
Kodi Ravichandran	0.17150322829244363	0.0	True
Distributed cognition	0.1692070887324882	0.0	True
Lateral intraparietal cortex	0.2866552835446401	0.0	True
Category:Unsolved problems in neuroscience	0.24174376084380186	0.0	True
Category:Renewable resources	0.19047467224435147	0.0	True
Neuroethics Research Unit	0.38192666919520335	0.0	True
Category:Extraterrestrial life	0.16971748211091486	0.0	True
Geovisualization	0.79698185457438	0.0	True
Roger W. Ferguson Jr.	0.1678135335916817	0.0	True
Equality-generating dependency	0.693117991817397	0.0	True
Category:Jean Nicod Prize laureates	0.22136661579637607	0.0	True
Category:Biology software	0.9131923182934318	0.0	True
MUSCLE (alignment software)	0.2213436912311936	0.0	True
Template:The Banksia Atlas	0.22619747419998987	0.0	True
List of awards in bioinformatics and computational biology	0.6197448947345336	0.0	True
Embedded dependency	0.5505991589139615	0.0	True
Gert Korthof	0.1774134287258105	0.0	True
Grammaticality	0.20184645467777457	0.0	True
Experimental factor ontology	0.23293220032363457	0.0	True
Category:Gliding associations	0.16081737841838134	0.0	True
BLAST	0.21849907938795413	0.0	True
Bioinformatics workflow management system	0.2505308706729908	0.0	True
File:Rav Joseph Soloveitchik.gif	0.6157705646236019	0.0	True
Category:Philosophy-related outlines	0.47852709631279366	0.0	True
Category:Taxa by author	0.24097388900041364	0.0	True
Visual short-term memory	0.16354181661777842	0.0	True
Dendroscope	0.17243222873385042	0.0	True
Template:Apples	0.279733841565041	0.0	True
Rafael Capurro	0.16061378691969636	0.0	True
Moravec's paradox	0.4663889399134662	0.0	True
Category:Nature centers	0.21229669238575313	0.0	True
Apache Taverna	0.7162935556735756	0.0	True
Comparison of DNA sequencing services	0.7470540881641946	0.0	True
Category:Bioimaging software	0.9131923182934318	0.0	True
GenePattern	0.744701825742109	0.0	True
In silico	0.38213829990682385	0.0	True
Hubert Dreyfus	0.19339798504455555	0.0	True
Numerical taxonomy	0.21062177640804702	0.0	True
File:Maurice Cranston.jpg	0.2493404315550704	0.0	True
Handel (bioinformatics software package)	0.22864521551787956	0.0	True
IRIS (biosensor)	0.18228891576008627	0.0	True
Anti-Hebbian learning	0.42976793353233966	0.0	True
Category:Computational biology	0.16242409972769936	0.0	True
BLAT (bioinformatics)	0.40739438667506883	0.0	True
Ezekiel Adebiyi	0.879099969787129	0.0	True
Category:Taxa described in 2008	0.17130020075634927	0.0	True
Cytoscape	0.16737225975099768	0.0	True
Eco (video game)	0.4102909450707471	0.0	True
Giuseppe Novelli	0.20835926839587884	0.0	True
Scientific community metaphor	0.16606594725944665	0.0	True
Brainbow	0.18042812861363355	0.0	True
Myca	0.2322770905388838	0.0	True
Jim T. Enright	0.26084593285159813	0.0	True
Margaret Masterman	0.3279853203644618	0.0	True
Category:Biomedical software	0.9131923182934318	0.0	True
Mitogaku	0.1660866117070385	0.0	True
Galaxy (computational biology)	0.6826919298030294	0.0	True
PICRUSt	0.17845780465913685	0.0	True
Split networks	0.16085502900268278	0.0	True
Binding neuron	0.39699598637582795	0.0	True
Template:Taxonomic ranks 1	0.18741997183897008	0.0	True
BioMart	0.9294562373641475	0.0	True
Spike-timing-dependent plasticity	0.29994104135267385	0.0	True
HYPHY (software)	0.26039308777490916	0.0	True
Next Generation Network Enabled Weather	0.16443945798204496	0.0	True
OptiRTC	0.3472640599827246	0.0	True
Accommodation index	0.4952009396149058	0.0	True
Category:Paraphyletic groups	0.28407349315789615	0.0	True
Guessing	0.22829164992020595	0.0	True
Neuromorphology	0.25122955467852276	0.0	True
Clustal	0.4585804312962825	0.0	True
Comparative cognition	0.26251283522831315	0.0	True
Category:Aircraft collision avoidance systems	0.2808565854636466	0.0	True
Web-based taxonomy	0.2968657909929583	0.0	True
List of open-source bioinformatics software	0.8425348070181374	0.0	True
Syntax (logic)	0.21915208584787152	0.0	True
Beatrice de Gelder	0.5261574355228065	0.0	True
Airport security repercussions due to the September 11 attacks	0.22921851460173873	0.0	True
Kate R. Rosenbloom	0.21469413097245216	0.0	True
Category:Aviation in the Czech Republic	0.28969562059357834	0.0	True
Geworkbench	0.3475622985214913	0.0	True
Category:Eukaryote taxonomy	0.2840120729394994	0.0	True
BAli-Phy	0.42546242617663	0.0	True
Category:Taxa described in 1993	0.22076732167707427	0.0	True
Category:Rudolf Steiner	0.44760322527247953	0.0	True
FlyBase	0.21649106348712727	0.0	True
Template:NSW Flora Online	0.15568807289915032	0.0	True
Swartz Prize	0.7696563540700416	0.0	True
Reactions to the Northwest Airlines Flight 253 attack	0.20907688566856364	0.0	True
CloudBioLinux	0.6755956447301638	0.0	True
FSTAT (software)	0.7827331925316161	0.0	True
Category:Free biovisualization software	0.3167441232443208	0.0	True
Gruber Prize in Neuroscience	0.38843038589106604	0.0	True
WPGMA	0.3415092156919535	0.0	True
Zhegalkin polynomial	0.16625321660156972	0.0	True
Connectomics	0.3675468470456844	0.0	True
Overton Prize	0.5718231381478363	0.0	True
Template:HMDB	0.4155515952413286	0.0	True
NeXtProt	0.2472757316883113	0.0	True
Weizenbaum Award	0.5835373454233501	0.0	True
Arlequin	0.17190278476712526	0.0	True
Category:Lists of prehistoric life	0.16971748211091486	0.0	True
School for Ethics and Global Leadership	0.2485390087750213	0.0	True
International Society for Computational Biology Student Council	0.5231690296587057	0.0	True
COMBINE	0.38922105902119764	0.0	True
Template:UniProt Taxonomy	0.2840120729394994	0.0	True
Applicative universal grammar	0.4103732916846496	0.0	True
AMPHORA	0.27756283884050437	0.0	True
Fractone	0.19880474353980396	0.0	True
Category:Non-renewable resources	0.19047467224435147	0.0	True
Philosophical Gourmet Report	0.15320601148618643	0.0	True
Morphobank	0.45274529389375046	0.0	True
European AIS Database	0.17401503778823127	0.0	True
Qui-Lim Choo	0.1863978657168983	0.0	True
Kepler scientific workflow system	0.35852930588693444	0.0	True
Blockhead (thought experiment)	0.20500021295087886	0.0	True
Artificial philosophy	0.6184099081810387	0.0	True
Body Labs	0.7365884705461861	0.0	True
Fungal disease	0.1648738327837738	0.0	True
Category:Free biosimulation software	0.3167441232443208	0.0	True
Category:Philosophy blogs	0.22656318778915902	0.0	True
ETBLAST	0.4437702807955609	0.0	True
Ontological commitment	0.28233757696144435	0.0	True
Category:Peak resource production	0.27951276643320855	0.0	True
Template:Bioinformatics	0.8558968294667628	0.0	True
Category:Air intelligence	0.9544934321338633	0.0	True
Category:Aeronautical databases	0.3719500780546718	0.0	True
JUICE (software)	0.32674107662001617	0.0	True
Template:Algae an Introduction	0.30861896945062617	0.0	True
Big data ethics	0.8025949804882938	0.0	True
Book:Hemolytic anemia	0.26117640559929545	0.0	True
National Microbial Pathogen Data Resource	0.2535277331127823	0.0	True
Synthetic mycoides	0.7759134418934086	0.0	True
Contemplative neuroscience	0.1500804103826761	0.0	True
Daphna Joel	0.28141771219706374	0.0	True
File:Primate Conservation cover.jpg	0.7325265152842807	0.0	True
Template:Jepson eFlora	0.1813988224518334	0.0	True
Template:Catalogue of Life	0.21006183257912434	0.0	True
Moral Machine	0.8016994303197473	0.0	True
UBiome	0.5727696639815183	0.0	True
Neurorobotics	0.38075593496158605	0.0	True
Category:Aviation schools	0.16596676525003293	0.0	True
Category:Linguistic turn	0.26893556255663803	0.0	True
High-performance Integrated Virtual Environment	0.7045619806669041	0.0	True
Nexus file	0.27560300999349596	0.0	True
Category:Animal taxonomy	0.2840120729394994	0.0	True
Taxonomic database	0.22884650125702466	0.0	True
Category:Analogy	0.5782597957506991	0.0	True
Category:Biovisualization software	0.9131923182934318	0.0	True
Computational neuroscience	0.7256671921369056	0.0	True
Patrocladogram	0.322119136395364	0.0	True
Template:NRDB genus	0.3719500780546718	0.0	True
Template:GO code links	0.21029301337592357	0.0	True
Autonomous robot	0.4118784555928561	0.0	True
Category:Biochemistry methods	0.34620794208776895	0.0	True
NeXML format	0.392777579790808	0.0	True
FlyExpress	0.3833953052698769	0.0	True
Category:Cardiovascular researchers	0.16991696927355193	0.0	True
BioPHP	0.8418038882271067	0.0	True
Generic Model Organism Database	0.29326619091089123	0.0	True
UPGMA	0.3736386141582328	0.0	True
Dharshan Kumaran	0.18227775493218557	0.0	True
Neurobiological origins of language	0.23518027211754264	0.0	True
MEGAN	0.38845058658735926	0.0	True
BioCompute Object	0.18370841887677078	0.0	True
File:Francisco vitoria.jpg	0.1971612938004698	0.0	True
Template:Asian Pacific Phycology	0.1754583838199844	0.0	True
Mesquite (software)	0.46060123494283695	0.0	True
MIL-STD-1553	0.15520395860531766	0.0	True
Cynthia Dwork	0.8955659457942604	0.0	True
International Association for Lichenology	0.2180756473497083	0.0	True
Alignment-free sequence analysis	0.27600691982801473	0.0	True
Tuple-generating dependency	0.634405352305962	0.0	True
Jean Nicod Prize	0.1848188291852088	0.0	True
List of alignment visualization software	0.9329651599605544	0.0	True
Biomatters	0.6287585536250907	0.0	True
Category:Sustainable development	0.2960263162799772	0.0	True
Critical brain hypothesis	0.18350856537457716	0.0	True
Debian-Med	0.15529166683199883	0.0	True
Cecilia Lo	0.15718209204739444	0.0	True
Category:Animal attacks	0.1739343102248542	0.0	True
Autoconstructive evolution	0.6268428059247935	0.0	True
Harry Brailovsky Alperowits	0.2293028552998456	0.0	True
Pyrenocine	0.3165083095799749	0.0	True
Cambridge Gliding Centre	0.22007317710386318	0.0	True
FASTA	0.34088363711045433	0.0	True
Degree of truth	0.37009710379487787	0.0	True
Category:Bioinformatics software	0.7397924780409625	0.0	True
Category:Cardiovascular researchers by nationality	0.324523474495384	0.0	True
File:Teilhard de Chardin(1).jpg	0.42993819476429584	0.0	True
Category:Airline types	0.18192045639446064	0.0	True
Quantitative comparative linguistics	0.5465215739984379	0.0	True
SERENDIP	0.23432736464364676	0.0	True
DELTA (taxonomy)	0.16217574826592757	0.0	True
Evolving digital ecological networks	0.1650719727093091	0.0	True
Rubén Nuñez de Cáceres	0.19695297763070185	0.0	True
Template:CephBase Subclass	0.6826537788931648	0.0	True
Caridoid escape reaction	0.2150062846716667	0.0	True
File:Javadtaba.jpg	0.18714038110466316	0.0	True
MUMmer	0.592820056505342	0.0	True
Ancestral reconstruction	0.27474219454980486	0.0	True
Template:Reference ranges	0.1609954613042626	0.0	True
Bowtie (sequence analysis)	0.5564304386747719	0.0	True
C. K. Gunsalus	0.23715135046366798	0.0	True
Planted motif search	0.4889795877162438	0.0	True
Yass (software)	0.5619033923871775	0.0	True
List of sequence alignment software	0.47099366474218973	0.0	True
Erik Bongcam-Rudloff	0.8338039326207095	0.0	True
