title	predicted	actual	threshold_pred
Category:Wikipedia books on aviation	0.218207443478724	0.0	True
United States v. Causby	0.2184650536977873	0.0	True
Category:Scientific racism	0.21885791608224905	0.0	True
Category:Environmentalism	0.21944354967626312	0.0	True
File:Adrenaline romance.jpg	0.21984417697313624	0.0	True
Category:Creationism	0.2201837725100631	0.0	True
Annual Conference of the North American Chapter of the Association for Computational Linguistics	0.2213994756499648	0.0	True
Ecological literacy	0.2222172166813246	0.0	True
File:Pacific Missionary Aviation logo.jpg	0.2223854692051265	0.0	True
Derrick Jensen	0.22322456477163924	0.0	True
Man	0.223370019784487	0.0	True
Comisión Investigadora de Accidentes de Aviación	0.22371741880541687	0.0	True
Category:Eating behaviors of humans	0.22400479247756108	0.0	True
Master of Environmental Management	0.22435619690700276	0.0	True
International Society for Biosemiotic Studies	0.2243588146701177	0.0	True
Verbal memory	0.2243878075787944	0.0	True
Computer Power and Human Reason	0.22455362029045048	0.0	True
Category:Gender	0.22456482030197006	0.0	True
Social problem-solving	0.2248806893274043	0.0	True
Anticipation (artificial intelligence)	0.22507935138197924	0.0	True
Association for the Advancement of Artificial Intelligence	0.2254926752486403	0.0	True
On Aggression	0.2255680467150104	0.0	True
Emotional selection	0.22558321984229124	0.0	True
Transmutation of species	0.2256063693870604	0.0	True
Swamping argument	0.22623885056092755	0.0	True
File:Kahootz logo.jpg	0.22626066242695134	0.0	True
Auxology	0.22650627080923375	0.0	True
Category:Ableton Live	0.2267306627550713	0.0	True
Category:Organisms living on hydrothermal vents	0.2267306627550713	0.0	True
Template:Number of Living Kakapo	0.2267306627550713	0.0	True
Evolutionism	0.2271767043950238	0.0	True
Category:Prehistoric life sorted by taxa	0.22721632544168824	0.0	True
File:Samsung Bada Logo.png	0.2277561077311124	0.0	True
Computational semantics	0.2281226813348152	0.0	True
File:Balloon fiesta special shapes02.jpg	0.2294157556204378	0.0	True
Category:Artificial intelligence associations	0.22972085488406224	0.0	True
The Empty Cradle	0.2298084648438697	0.0	True
Ecology Law Quarterly	0.2302867318301842	0.0	True
Sex assignment	0.2306949334389828	0.0	True
Human Rights between the Sexes	0.2307798095479083	0.0	True
The Phenomenon of Man	0.23080582105464956	0.0	True
Category:Airport law enforcement agencies	0.23085520784117386	0.0	True
The President's Council on Bioethics	0.23126679704538755	0.0	True
Henry Farnham Perkins	0.2312985033461743	0.0	True
Google's Ideological Echo Chamber	0.2314291361195289	0.0	True
Citizen Cyborg	0.2315615425081489	0.0	True
Lindley Darden	0.2319380586201801	0.0	True
Template:Lichen family taxonomy	0.2319794877693536	0.0	True
Glenn McGee	0.2320206239727102	0.0	True
Gerodiversity	0.2322952979558316	0.0	True
Bruce Vawter	0.23318313534541615	0.0	True
File:PhpDocumentor logo.png	0.2335265640427347	0.0	True
Darwinian Demon	0.2337329169309941	0.0	True
Birth aboard aircraft and ships	0.2337630332342175	0.0	True
James Moore (biographer)	0.23411475037207624	0.0	True
Armin Geus	0.2341437141134396	0.0	True
William C. Mann	0.2345599451148032	0.0	True
File:Engarde Logo.png	0.2348240421519029	0.0	True
Sexually active life expectancy	0.23541138619672314	0.0	True
Mahmoud Behzad	0.2359104000953699	0.0	True
Convention for the Protection of Human Rights and Dignity of the Human Being with regard to the Application of Biology and Medicine	0.23648447270689216	0.0	True
Lynn Margulis	0.23665232524612098	0.0	True
Category:Social computing researchers	0.23841185665505665	0.0	True
Category:Conflict (process)	0.2390052791639088	0.0	True
Eco-sufficiency	0.2395787235817669	0.0	True
Neurocriminology	0.2397394614330059	0.0	True
Category:Discrimination	0.2397789223712453	0.0	True
File:Open Social Logo.png	0.23993182721052705	0.0	True
Category:Aviation in the Czech Republic	0.24009916208108786	0.0	True
Category:Strongly NP-complete problems	0.24053349355191406	0.0	True
Inclusive fitness in humans	0.2406612282070705	0.0	True
Parson-naturalist	0.2408643172344184	0.0	True
Paul E. Griffiths	0.2410126015966281	0.0	True
Commonsense reasoning	0.24146407463439626	0.0	True
Neural efficiency hypothesis	0.2423372295280237	0.0	True
Passive-aggressive behavior	0.2431833756571843	0.0	True
LaDema Langdon	0.2438813218703172	0.0	True
Daniel v. Waters	0.2440805445852166	0.0	True
Childhood amnesia	0.24444824004414464	0.0	True
Conflict resolution strategy	0.2445093365285679	0.0	True
Activity theory (aging)	0.24495971472421266	0.0	True
Schlesinger Institute	0.2458013563696211	0.0	True
Category:Anthropic principle	0.24638078244260836	0.0	True
Selman v. Cobb County School District	0.2471386582950688	0.0	True
Ruth Hubbard	0.24781824625682095	0.0	True
Category:Alien language	0.2479155826306806	0.0	True
Category:Software that uses QML	0.24806475697408545	0.0	True
List of environmental lawyers	0.24936582914716166	0.0	True
Eugenics	0.2495698578596905	0.0	True
Cruelty	0.24987399740264704	0.0	True
Asilomar Conference on Beneficial AI	0.25123600541795776	0.0	True
Journal of Artificial Societies and Social Simulation	0.2513004379563128	0.0	True
Mutual Aid: A Factor of Evolution	0.25227012054032083	0.0	True
Pavol Adami	0.25323168605722984	0.0	True
Cultural sustainability	0.2543125783151671	0.0	True
Mechanisms of mindfulness meditation	0.2564007782204368	0.0	True
Journal of Information Technology & Politics	0.2565673759241391	0.0	True
Computational cognition	0.2568580235064801	0.0	True
Mandated choice	0.2569793040576846	0.0	True
Rule of Rescue	0.2580185110994028	0.0	True
What Darwin Got Wrong	0.2584012583111575	0.0	True
Friedrich Ris	0.2591038173738584	0.0	True
Denis Buican	0.26012214665222794	0.0	True
Mildred Z. Solomon	0.2601912685989066	0.0	True
Marc Ereshefsky	0.2603561406200782	0.0	True
Karel Fortyn	0.2611809319689453	0.0	True
H-Net	0.2619099822256489	0.0	True
Emotion in animals	0.2621882740742955	0.0	True
Artificial intuition	0.2622549833091485	0.0	True
Motivated forgetting	0.26225532020819703	0.0	True
Human subspecies	0.26277206848497936	0.0	True
File:CADKEY logo.PNG	0.2629658794596738	0.0	True
Category:Software licenses	0.2629658794596738	0.0	True
Radical sustainability	0.26435223255541185	0.0	True
Degeneration theory	0.2645460952118572	0.0	True
Category:Environmental studies journals	0.264679904739906	0.0	True
Kim Sterelny	0.26547806140175145	0.0	True
Mary Lou Guerinot	0.26600245266096	0.0	True
Zeigarnik effect	0.2665685754708126	0.0	True
Instrumental convergence	0.26679259455378074	0.0	True
Environmental studies	0.26744821514538697	0.0	True
Milorad Simić	0.2680441896608763	0.0	True
Basic hostility	0.2686153687488994	0.0	True
Category:Environmental studies scholars	0.2689209017666507	0.0	True
The Origins of Virtue	0.2691036124457395	0.0	True
KL-ONE	0.2694022513732285	0.0	True
Craig Silverstein	0.2716557805760126	0.0	True
Singularitarianism	0.2722904749680694	0.0	True
Computational law	0.27358674496753044	0.0	True
Transfer-appropriate processing	0.27369202646245633	0.0	True
Category:Medical symbols	0.27466886818973	0.0	True
Conference on Artificial General Intelligence	0.27588540948773643	0.0	True
Robot ethics	0.276068701626578	0.0	True
Category:Aviation in New Caledonia	0.276076436439842	0.0	True
Yuko Munakata	0.2773186305379734	0.0	True
Anecdotal cognitivism	0.2815070636032273	0.0	True
Community informatics	0.28295342075012164	0.0	True
Bryan Caplan	0.2859200372452028	0.0	True
Left-brain interpreter	0.2860476053527238	0.0	True
Marian Dawkins	0.2868793822782957	0.0	True
Pavlovian session	0.28695561542788145	0.0	True
Template:Human development	0.2870080747095494	0.0	True
Artificial consciousness	0.2900932683611031	0.0	True
Katherine H. Freeman	0.2904200684779722	0.0	True
National Catholic Bioethics Center	0.2934860115745991	0.0	True
The Moral Animal	0.29605902424260394	0.0	True
Seven generation sustainability	0.2963382915951989	0.0	True
Homo consumericus	0.2974023782454375	0.0	True
Evolutionary ideas of the Renaissance and Enlightenment	0.2995909221429846	0.0	True
Sociophysiology	0.2996706455613873	0.0	True
Cybernetics and Human Knowing	0.3006381695053241	0.0	True
Urban semiotics	0.30185787752370097	0.0	True
Sex segregation	0.30220574487094953	0.0	True
Lifeboat ethics	0.3027276712922009	0.0	True
Alberto Cambrosio	0.30298179261448605	0.0	True
Teleology in biology	0.3032032625623459	0.0	True
Synthetic intelligence	0.30544108110688545	0.0	True
Artificial general intelligence	0.30626057142602114	0.0	True
Epperson v. Arkansas	0.30708960132705365	0.0	True
Category:History of artificial intelligence	0.3075210079535199	0.0	True
George Alfred Baitsell	0.30858477444892085	0.0	True
Zeynep Tufekci	0.3087133423016995	0.0	True
Degrowth	0.3087979306064855	0.0	True
Society for the Study of Artificial Intelligence and the Simulation of Behaviour	0.311029939896125	0.0	True
David Hull	0.3110826186296503	0.0	True
Cicada (mythology)	0.3120206045802231	0.0	True
Category:Ecological experiments	0.3145470114289157	0.0	True
Category:Biology experiments	0.3145470114289157	0.0	True
Category:Genetics experiments	0.3145470114289157	0.0	True
Category:Singularitarianism	0.3152112401956257	0.0	True
Template:Biological rules	0.3161305763722335	0.0	True
Proximate and ultimate causation	0.3163537921282204	0.0	True
Template:Evolution-book-stub	0.3165587380394411	0.0	True
Verbal aggressiveness	0.31732449484360764	0.0	True
Association for Politics and the Life Sciences	0.3177702428565565	0.0	True
Memory conformity	0.3190327480348082	0.0	True
Scopes Trial	0.31911844437373355	0.0	True
Thought suppression	0.32032443010900263	0.0	True
Template:Sex	0.3217701403630329	0.0	True
Valerie G. Hardcastle	0.3222228767230381	0.0	True
Dynamic epistemic logic	0.3227530018593945	0.0	True
Educational neuroscience	0.3227828172518858	0.0	True
Helping behavior	0.3229694261654599	0.0	True
Darwinism	0.3230101368940745	0.0	True
Perception	0.3234327633824787	0.0	True
Mesology	0.32802034084398274	0.0	True
Biofact (philosophy)	0.3292817925571694	0.0	True
Category:Aggression	0.3328752041424423	0.0	True
Artificial brain	0.3334854963101611	0.0	True
Psychopathology	0.3346650107745221	0.0	True
Creation and evolution in public education	0.33615850328998803	0.0	True
Natural language processing	0.33789895254982155	0.0	True
Category:Energy economics	0.3391143765800018	0.0	True
Darwinian anthropology	0.3391245410190477	0.0	True
Abox	0.34008165223881137	0.0	True
Richard Boyd	0.34176960585661376	0.0	True
Simple living	0.3441846361818945	0.0	True
Template:Ecology-book-stub	0.3444440675352907	0.0	True
Darwin's Dangerous Idea	0.34637470232295803	0.0	True
Celestial Emporium of Benevolent Knowledge	0.34662820513677634	0.0	True
Patterns of Sexual Behavior	0.34863253416447104	0.0	True
A Darwinian Left	0.3486765099454105	0.0	True
The BioLogos Foundation	0.34908145664102097	0.0	True
Category:Social search	0.34920958681349895	0.0	True
Nutritionism	0.3494864890174047	0.0	True
Category:Database theory	0.3511735826951856	0.0	True
Category:Biology theories	0.3511735826951856	0.0	True
James Ehleringer	0.35235230692823194	0.0	True
Sexual and reproductive health and rights	0.353010165801318	0.0	True
Ecocomposition	0.35405550803756725	0.0	True
Sociobiology: The New Synthesis	0.35465061047383883	0.0	True
Food First Information and Action Network	0.3590230618475045	0.0	True
Survival of the fittest	0.3620759001679112	0.0	True
Category:Bullying	0.3622392152914274	0.0	True
Vivisection	0.3643848045031189	0.0	True
Head of state	0.36601424312952696	0.0	True
Book:Evolutionary psychology	0.36689482178813176	0.0	True
List of masters programs in bioethics	0.3683716158974962	0.0	True
Afzal Upal	0.3718515503699344	0.0	True
Ethical living	0.3752719460246154	0.0	True
Postgenderism	0.3754202783162929	0.0	True
Richard Bonnie	0.37588448908003336	0.0	True
Obsessive relational intrusion	0.3759185802931009	0.0	True
The Descent of Man, and Selection in Relation to Sex	0.3783379253776293	0.0	True
Sociobiology	0.3812410753128568	0.0	True
Gerard Verschuuren	0.3880009609487863	0.0	True
Cultural ecology	0.3933292011848321	0.0	True
Bioculture	0.3933641942641799	0.0	True
John J. Paris, S.J.	0.3961093699096165	0.0	True
Description logic	0.3961648933642684	0.0	True
Friedrich Kittler	0.3970021839652371	0.0	True
Conservation psychology	0.3984460610862065	0.0	True
Ipke Wachsmuth	0.3992445359401267	0.0	True
Category:Medical ethics	0.3997602034419732	0.0	True
Decision-making	0.4002248107602821	0.0	True
Friendly artificial intelligence	0.4005907742336385	0.0	True
Continuity theory	0.4027074486869997	0.0	True
Alexander Rosenberg	0.4031393650646205	0.0	True
Ethical consumerism	0.4066963892144897	0.0	True
Edwards v. Aguillard	0.4116739556609785	0.0	True
Artificial psychology	0.4149989683273393	0.0	True
Category:Extraterrestrial life	0.4160361984400521	0.0	True
Public ecology	0.41642571999449735	0.0	True
Philosophy of medicine	0.4203988000121755	0.0	True
Aging and society	0.421079277766003	0.0	True
Discrimination	0.4232203528193249	0.0	True
Hubert Dreyfus's views on artificial intelligence	0.4255992531852532	0.0	True
Ethics of artificial intelligence	0.42721519579102857	0.0	True
Category:Parasites of humans	0.429913825938082	0.0	True
Hominization	0.430507715857209	0.0	True
Biopolitics	0.4308486800041481	0.0	True
William C. Wimsatt	0.4312597453271841	0.0	True
Peter J. Bowler	0.4329272857981973	0.0	True
Sociome	0.4335751990802204	0.0	True
List of doctoral programs in bioethics	0.4336942569071748	0.0	True
1860 Oxford evolution debate	0.4338053636151371	0.0	True
Category:Cultural depictions of aviators	0.4370882124776376	0.0	True
Superorganism	0.4397383886226601	0.0	True
Theistic evolution	0.4427163822994392	0.0	True
Creation–evolution controversy	0.4488418020152694	0.0	True
Death	0.4540867444490122	0.0	True
Sex and gender distinction	0.4554075344485306	0.0	True
Political ecology	0.4646191290491056	0.0	True
AI aftermath scenarios	0.4654974924548185	0.0	True
Models of Consciousness	0.4699708397831492	0.0	True
Voluntary childlessness	0.4712045665368949	0.0	True
Barry Smith (academic)	0.4749160168645895	0.0	True
Comparative cognition	0.4749934145986842	0.0	True
Neurolaw	0.4822515037516494	0.0	True
Elliott Sober	0.4865503514001659	0.0	True
Nuffield Council on Bioethics	0.4881682691251653	0.0	True
Template:EOL	0.4907862576796414	0.0	True
Creationism	0.4917395717159919	0.0	True
Category:Fisheries science	0.4971583680886122	0.0	True
Arcadian ecology	0.4995893231004063	0.0	True
Sandra Mitchell	0.5138716242659203	0.0	True
Parallel constraint satisfaction processes	0.5171364476209068	0.0	True
Nature study	0.5176315249047767	0.0	True
Hate crime	0.5190287556062197	0.0	True
Mormon views on evolution	0.5247448490925039	0.0	True
Quiverfull	0.5253722332224809	0.0	True
Ecolinguistics	0.5254229132536198	0.0	True
Animal (De)liberation	0.5301077483030567	0.0	True
Cristiano Castelfranchi	0.5319852364005853	0.0	True
Neuroethics	0.534878792143225	0.0	True
Nicolai Hartmann	0.5380176336529666	0.0	True
Gender	0.5525553247922501	0.0	True
Argumentation framework	0.5534540321293407	0.0	True
Awareness	0.5588869136914272	0.0	True
Alfred I. Tauber	0.5700837066230036	0.0	True
Wrongful life	0.5725175018499702	0.0	True
Carnism	0.5745831508690317	0.0	True
Cognitive philology	0.578011456103114	0.0	True
Wisdom of repugnance	0.578578864467562	0.0	True
John Dupré	0.5795315536032333	0.0	True
Neuroscience of free will	0.5842484661773982	0.0	True
Neuropsychoanalysis	0.5863975107638119	0.0	True
Epistemic modal logic	0.5907950530968429	0.0	True
Michael Marder	0.594485969804281	0.0	True
Deep ecology	0.595975906255874	0.0	True
Cultural materialism (anthropology)	0.6058289973833726	0.0	True
Polemic	0.6167705910736866	0.0	True
Meanness	0.6326088550538727	0.0	True
Embodied cognitive science	0.6359327459944556	0.0	True
Moral Minds	0.6400559892956117	0.0	True
Ethnozoology	0.6438268169503671	0.0	True
Principle of double effect	0.6549836211134411	0.0	True
Cognitive ecology	0.6580375235400356	0.0	True
Applications of artificial intelligence to legal informatics	0.6689524431299685	0.0	True
Category:Digital humanities	0.6699250772705835	0.0	True
Category:Environmental humanities	0.6699250772705835	0.0	True
Allegorical interpretations of Genesis	0.7048922636424677	0.0	True
Acceptance of evolution by religious groups	0.7055371587615132	0.0	True
Category:Evolution and religion	0.7118508403922063	0.0	True
Category:Plants in religion	0.7118508403922063	0.0	True
Category:Environment and religion	0.7118508403922063	0.0	True
Category:Computational linguistics	0.7178153190587524	0.0	True
Jonathan D. Moreno	0.7207044054406498	0.0	True
Biopower	0.7463663038686209	0.0	True
The Machine Question	0.8059652231959744	0.0	True
Evolution of morality	0.8065090668777392	0.0	True
Animal rights	0.8346795698636147	0.0	True
Helen Longino	0.8477200894677129	0.0	True
Consistent life ethic	0.8621972847725086	0.0	True
Ecospirituality	0.8779393563265986	0.0	True
