title,prediction
L. D. Warren,0.30034416025576033
Okayama Planet Search Program,0.30034713929278267
Masahiro Okamoto,0.300348693476859
Sebastian Rajalakso,0.3003496865954278
Wilford Henry Gibson,0.30035111919196034
Masato Koga,0.3003547410927791
Lauri Dalla Valle,0.3003607649189393
Pangram,0.3003615979832454
NGC 103,0.30036266332068273
Yuji Hironaga,0.3003649566035068
Stress-whitening,0.3003652035487122
2009–10 Manchester United F.C. season,0.30036708046545574
SN 1895B,0.3003677445082711
Peter Hirsch,0.30036853478416614
Langley (unit),0.30037443710714146
Wolfson Medical Center,0.3003748237973949
Ndjeka Mukando,0.3003749170066582
Erik Christensen,0.3003756258880218
Astrium,0.30037864480062826
Université Michel de Montaigne (Bordeaux III),0.3003811825796011
2002–03 Macedonian First Football League,0.30038252068531573
Kolaković,0.3003841683156883
Stewart Henderson,0.3003855043961741
Hamza Ziad,0.3003871851630011
"Marvin Johnson (footballer, born 1990)",0.3003888130335066
Sociedade Brasileira para o Progresso da Ciência,0.30039010798108107
Mutants in Orbit,0.30039327527013876
Co-Owner of a Lonely Heart,0.30039892430828785
Dakota High School (Michigan),0.3004024027363834
Borger Thomas,0.30040602650129206
1984 United Jersey Bank Classic,0.3004078930588321
Michael Fraser,0.3004107078521704
"Anderson, Katherine",0.3004114114603121
The Expedition of Humphry Clinker,0.30041723539955384
Hiroshi Narazaki,0.30041841179086104
County Route 531 (New Jersey),0.30042012448882965
Hot Wheels Battle Force 5,0.30042272196788017
Jimmy Cliff,0.30042608973476664
Shustov,0.3004278868807838
Frederik Kaiser,0.3004279202379091
Decorah High School,0.30042858240463854
Star Trek: The Final Mission,0.30043120530617445
Beta Taurids,0.30043214222785736
Bill Zinser,0.30043734957185136
Bose (Paleolithic site),0.30044167975331726
Evo Terra,0.300451628945725
Chiwanki Lyainga,0.300452180967043
Super Mario Bros and Duck Hunt Bundle,0.30046535107408767
Mickaël Tavares,0.3004656500106159
Tangled Tales: The Misadventures of a Wizard's Apprentice,0.30046945627097954
Aliaksandr Viarutsin,0.30046959048233135
Characteristics of dyslexia,0.3004703638507298
Miguel Lunghi,0.30047161130557815
"Billy Neil (footballer, born 1944)",0.3004722062977002
NGC 654,0.30047234269157014
KTFF Super Cup,0.30047343387908826
Gabi Balint,0.30047427430183954
NGC 4452,0.30047644111690974
249 Ilse,0.3004774494340004
Jacob Shatzky,0.30047885485727416
Tanner Rainey,0.30048062510593293
Cao Yang,0.300480934121098
Anambra Basin,0.30048136422013383
Bunzi,0.3004824864451368
Soul of the South Television Network,0.30048380529051066
Danny Schenkel,0.30048580787572876
David Marshall (footballer),0.30048627025975044
2007–08 Women's EHF Cup,0.3004877814457003
"Stars, Michael",0.30049495780919977
T Cephei,0.3005007396469811
Enemies (Stargate SG-1),0.3005013831865444
Florentine biscuit,0.3005023571262029
Xu Bo,0.3005037233767727
Maghreb highway,0.3005082155761142
Liquid crystal tunable filter,0.3005157758441892
Barney Hall,0.300517725434557
1986 Lilian Cup,0.3005196638750526
Slovenia at the 2002 Winter Olympics,0.3005198785505811
HD 91942,0.3005212505500574
Bob Allen (footballer),0.3005306670202316
Eutelsat I F-1,0.30053242340164976
1926 Allan Cup,0.30053376533344034
Miltão,0.3005356976500741
Johann Obiang,0.30053601994864
Clip font,0.30053716432678845
Kosmos 909,0.3005373277818385
Olof Guterstam,0.30053821187421764
Yahya ibn Khalid,0.3005430644981884
Joe Jackson (offensive lineman),0.3005446451157051
Brad Thiessen,0.3005486619252142
Carbuncle gemstone,0.30055079702500614
Brian Etheridge,0.3005514976742201
Twiki,0.30055451317760445
Sumpitan (weapon),0.3005565802953439
Paul Forman,0.3005577159612331
Amber shift,0.3005585903479673
Sinan Özkan,0.30056580673836975
List of Supergirl characters,0.30056622264905003
Ski jumping at the 1972 Winter Olympics – Large hill individual,0.3005662994043252
Cross-Border Inter-Bank Payments System,0.30057134120857343
Chuck Delich,0.3005721490656595
Joe Kennedy (footballer),0.30057461843911604
Tim Lawson (soccer),0.3005749007153705
Oscar Carniello,0.30057653337094475
C.L. Jackson,0.3005778281704178
Jack Wink,0.30058120484531886
Ondrej Debnár,0.30058258031146046
Chuba Akpom,0.30058391312707244
Humanscale,0.3005907731310937
"Tupas, Niel",0.3005907731310937
Croatia men's national junior ice hockey team,0.3005950012824808
Matthew Ford (ice hockey),0.30059530781946275
GPS time,0.30059642205632014
Junoon – Aisi Nafrat Toh Kaisa Ishq,0.3005968588978484
2001–02 Birmingham City F.C. season,0.300602557889793
August Breisky,0.3006026655808863
HD 117207,0.3006038644509614
Chris Denson,0.3006048183853981
NGC 5824,0.3006080875970496
Dichotic pitch,0.30061142638288
Pat Reid (Canadian football),0.30061249231820564
"The Gay Center, Tel Aviv-Yafo",0.30061337799373095
Dog & Scissors,0.3006135114196247
Zonal wavenumber,0.30061368551458295
Fernando Prass,0.30061393041533624
Dave Hatton,0.3006170102517631
2014–15 Preston North End F.C. season,0.30062037786936463
Reverse diffusion,0.30062165613185693
"1990 Back Bay, Massachusetts train collision",0.30062374808824777
The Light of the Son Is the Son of the Light,0.3006303489881374
NGC 4121,0.30063067640118435
Mitch Holmberg,0.30063068550840083
Tsubasa Shibuya,0.30063230185170187
Denis Chudoyakov,0.30063334111074064
Now You See It...,0.3006346165925332
Trans-Sahara Highway,0.3006396428493038
Alexander Johansson,0.3006396715841741
2017–18 Scarlets season,0.3006435266045123
Andy Black (poker player),0.3006472770507004
Eric Robinson (ice hockey),0.30064741343871043
Hiroyuki Kiyokawa,0.30064876467003393
Basin reserve,0.3006488801614067
"Anderson, Edwin",0.30065230005510674
Amber 31422,0.3006523644082979
Ben Scrivens,0.3006543817074247
Andronic,0.3006558435271602
"Pumptown, New Jersey",0.30065828830683855
Qoph,0.30066204799079965
Charlie Stephens,0.3006654591563174
Karim Benyamina,0.3006666648400146
Total pressure,0.30066794816055376
Norman Cabot,0.3006703094435291
Falling into Place,0.30067295453507004
Available for sale,0.30067663361562214
Typhoon Ben,0.3006823014834404
Marx generator,0.30068945928065505
Goran Bunjevčević,0.30069042262078727
Audrey C. Delsanti,0.30069126133657476
"Noble, Brian",0.30069253526766326
Zhu Chaoqing,0.30069488487622753
Yaniv Green,0.3006953755209602
Clock-face scheduling,0.3006985656963462
Benjamin McKinley,0.30070245100839477
WIYN Observatory,0.30070256622967684
List of Big Ten Conference football standings (1896–1958),0.3007032478351922
Thomas Parker (inventor),0.3007060940611925
Nordic Optical Telescope,0.3007071289297548
Flume Gorge,0.3007108473988043
Klaas van den Broek,0.3007127607902191
Eve & Adam,0.30071479955234953
USS Barton (DD-722),0.3007247903833339
2012–13 Kilmarnock F.C. season,0.30072887449510965
Midwest Culinary Institute,0.3007334167578952
Capone (footballer),0.30073630514305477
Yeo Hyo-jin,0.3007368211761142
1962–63 Czechoslovak First League,0.30073998617162007
M. Shamsher Ali,0.30074008290209364
Triton High School,0.3007413348916762
1998–99 UEFA Cup,0.30074931794863025
István Szűcs,0.30075255207425566
NGC 2158,0.30075384893103146
Frank Mario,0.3007605529925252
Grant Lewis,0.300764151444465
Samvel Alumyan,0.3007642190033873
Space Station Tycoon,0.3007687543595052
Toronto CCMs,0.30077013452667567
Gervais Randrianarisoa,0.30077375895799807
Viacheslav Fetisov,0.300774805274082
Igor Ozhiganov,0.30077628639210335
Civilizations in Babylon 5,0.3007764811699998
Viva Las Vegas (soundtrack),0.3007769836123961
Canada at the 2011 Winter Universiade,0.30078015759211896
Jagoš Vuković,0.3007835795231003
Dilaver Zrnanović,0.3007844766467387
SpaceShipThree,0.30078723462545354
James Elsner,0.3007873951846393
Buwal language,0.30079139864731563
305 Gordonia,0.30079206672303793
Battle of the Bloody Ridge,0.300800142661912
Yevgeny Zababakhin,0.3008001545719485
T Ursae Minoris,0.3008019938681693
Bolleberget,0.3008030107326891
Louis Liotti,0.3008152374574409
Hans Nordahl,0.30081653455971386
Radiation effect,0.3008175477073169
NGC 4607,0.3008200052175994
Stenography,0.3008218794444902
Svyatoslav Gabuda,0.30082286069732395
Paudie Fitzmaurice,0.3008232927795521
"Solar eclipse of April 16, 1874",0.3008246662044449
Death in Winter,0.3008284270009067
Red Horner,0.300830939792443
2008–09 Motherwell F.C. season,0.30083177860408317
She-Hulk (Lyra),0.3008318424670476
Conor Henderson,0.3008322088798497
Nahum Leonard,0.3008328805621175
GTRI Electro-Optical Systems Laboratory,0.3008329269300225
"Newton Township, Winnebago County, Iowa",0.30083426554118964
Excessive heat watch,0.3008357367346072
Special Forces (disambiguation),0.3008381259818242
Albert Pryce-Jones,0.3008383355283359
Victor Ahlström,0.3008397296969636
Military history of Jewish Americans,0.3008409279988616
Puff Adder (comics),0.30084246994980013
"Braddock, New Jersey",0.30084285019987156
Edgar Sanderson (footballer),0.3008452115235642
Cho Ren Sha 68K,0.30084904793315137
Anna-Eva Bergman,0.3008503486016866
T.: The Terrestrial,0.30085165350069976
Tommie Hoban,0.3008519682908273
Esajas,0.30085306261484634
John Pemberton (footballer),0.3008572068831014
Brett Skinner,0.3008597813336396
Balloon Observations Of Millimetric Extragalactic Radiation and Geophysics,0.3008606608918794
Ray Isaac (American football),0.30086164793714953
Highways in Hiding,0.3008635642182325
Al-Faqma ice cream parlor bombing,0.3008665368620083
Bulwark (comics),0.3008689082315657
J. B. Holmes,0.3008697864139007
Heat sink (disambiguation),0.30087019287261507
Inflow (meteorology),0.30087621567013784
Nightmare in the Dark,0.3008762521372483
Yutaka Akita,0.30088008608422834
Holographic data storage,0.3008803434282861
Observations and explorations of Venus,0.30088517932927117
Stephen Baby,0.30088535209650635
Shkodran Maholli,0.3008881379291756
Canon EF 17–40mm lens,0.3008888554469929
Jolly Rancher,0.30089013371955753
Xie Feng (footballer),0.3008922230586889
Sergey Levitsky,0.30089416675340863
First Fleet Re-enactment Voyage,0.3008942244542368
The Naked Now,0.30089572699055395
Jaccob Slavin,0.3009027230782182
Epideme,0.30090281917593353
Ole Jacob Broch,0.30090732041363516
Juanes de Ávila,0.3009085699506299
Victor Anestin,0.30090893061464885
Yuya Yoshizawa,0.3009092070718154
Far Rockaway High School,0.3009092262975143
Gökhan Zan,0.30091115939672775
Black Path,0.300915142265291
Ooty Varai Uravu,0.30091691146200295
Stuart Edward Reynolds,0.3009176886086671
Thomas Harte Franks,0.30091966194575587
Letter nun,0.30092007324760217
Hillside letter,0.30092007324760217
El-Amarna letters,0.30092007324760217
Letters to iwo jima,0.30092007324760217
Letters to Iwo Jima,0.30092007324760217
Reza Hormes-Ravenstijn,0.3009201634531132
Boogaard,0.30092130964961994
Phantasy Star Collection,0.30092928956369513
Evilhawk,0.3009305705794501
Norm Maracle,0.3009325293846232
Percy Frobisher Pilbeam,0.3009351981092982
2015–16 FC Lokomotiv Moscow season,0.300936633737765
Kim Yeong-gi,0.30093863400259946
Crash Bandicoot: The Wrath of Cortex,0.3009411090850651
Noah Mozes,0.30094131343045327
Atacan Öztürk,0.300942814032801
Hell (DC Comics),0.30094449534222306
Mathieu Brodeur,0.30094456123858354
1999–2000 EEHL season,0.300946822000227
1989 European Athletics Indoor Championships – Men's 400 metres,0.30094975482210706
List of Dungeons and Dragons 4th edition monsters,0.3009523605363192
Metastable inner-shell molecular state,0.30095539963154655
Hasan Corso,0.3009559144164115
ClassicaLoid,0.3009582619779801
Katherine Power,0.3009588261416074
2002–03 Israeli Noar Leumit League,0.3009630092724329
Oppenheim (disambiguation),0.30096640876069775
Juan Carlos Sánchez Martínez,0.3009674945441649
Elbert Caraway,0.30096782974499464
Van Egmond,0.300968442841256
Jean-Paul Abalo,0.30096854884412544
Indoor positioning system,0.30096982754932994
Y dwarf,0.30097221575812877
Wang Chu,0.3009763364864386
Jordan Sanderson,0.30097816864494814
Vsevolod Savich,0.3009790689961454
Lost on Earth,0.30098012673955166
Andrew Crater,0.300987503878276
Xenophontas Moschogiannis,0.30100162434385264
Conor McAleny,0.30100321823252035
Calvera (X-ray source),0.3010098849980199
Frame-alignment recovery time,0.3010103740453494
Kieron Morris,0.30101215036009027
Matt Fraser,0.3010135685837253
Krasimir Stanoev,0.30101361734920606
Carrier lifetime,0.3010137703725389
Acceleration sensor,0.30101696528048794
Voltron: Defender of the Universe (video game),0.3010174470392443
Fontana (Martian crater),0.30101796960143123
Noriel (rapper),0.3010180815265029
Woodbridge High School,0.3010214842266195
Gökhan Emreciksin,0.3010215630326024
John McFarland (ice hockey),0.30102351791924636
Johnny Dick,0.30102400717834943
Hisashi Kimura,0.3010246733313128
Ambala Chandigarh Expressway,0.30102748182335126
"Montana Democratic primary, 2016",0.3010287179224076
There Will Be Time,0.301030397530628
Lalrindika Ralte,0.30103126053181367
1 Cassiopeiae,0.30103260115731584
Lennart Nilsson (footballer),0.3010354085637306
1972–73 Huddersfield Town A.F.C. season,0.3010356506303315
Screw theory,0.3010363177014953
Blake Kessel,0.3010375643898967
Mother and Son (1931 film),0.3010395040552436
Trampas Parker,0.3010438496583334
Forgemasters (band),0.30104701673699824
IL-2 Sturmovik: 1946,0.3010471128356319
1921 Massachusetts Aggies football team,0.3010482772566869
Yavuz Eraydın,0.3010491725105384
Sergei Revyakin,0.30104927337309656
2014–15 Újpest FC season,0.30105023803233627
Buddingtonite,0.30105044596969927
Weltklasse Zürich,0.3010514596340196
Rajendran Raja,0.30105233143889454
Leif Eriksson (footballer),0.30105875908079777
Matt Hendricks,0.30105980758313033
2010 NWT/Yukon Scotties Tournament of Hearts,0.30106123995050504
Güray Vural,0.3010620103771904
Forsyth High School,0.30106472154848596
DDR-Oberliga (ice hockey),0.30106677808954624
Kyle Palmieri,0.30107001654088483
Leandro Maciel,0.301071820829591
Sprocket hole photography,0.30107302060637686
"Bill Perkins (footballer, born 1876)",0.30107468129528325
Dick Abrell,0.3010755381613782
...Like a Bolt of Lightning,0.3010785551558221
Valeriy Zuyev,0.30108026978610547
List of Luton Town F.C. managers,0.3010813152564767
María Cristina Pineda Suazo,0.3010832468233468
Dalén light,0.301092393831881
Crystal Hoang,0.301093519274327
2003 Arizona State Sun Devils football team,0.30109624352504066
Lighthouse of Ponta das Contendas,0.3010969516545514
Amsterdam G's,0.3010971711720026
Tera-play,0.30110502022142777
Mark Bosnich,0.3011082403152607
Tang Shi (footballer),0.30110887131894254
Albert Pearson (footballer),0.30110938720116937
"Rosenwald High School (New Roads, Louisiana)",0.3011094444473299
NWA New Jersey State Heavyweight Championship,0.3011129462365335
Mozart Ice Piedmont,0.3011132091253526
Emily Rice,0.30111521153961396
A-bombs,0.30111559994063597
Abomb,0.30111559994063597
Aaron Boogaard,0.3011181423514968
Makoto Kimura,0.30112189723027805
2017 Fótbolti.net Tournament,0.301123944178769
1993–94 Liga Leumit,0.3011241328391367
Space Pirates and Zombies,0.3011243850722675
2008 Edmonton Eskimos season,0.3011251168546264
Majority carriers,0.30112542224384337
Alice Through the Looking Glass (2016 film),0.3011311112250773
Bamf,0.30113545863030416
Martin Scott (FDNY Commissioner),0.30113555757782207
Philip Abelson,0.301142386669217
"Pollard, Brian",0.3011429064005107
List of United States Air Force network squadrons,0.30114875474549524
Hieroglyphic Luwian,0.30114989641822015
1985–86 Mersin İdmanyurdu season,0.30115166084161865
Lukáš Krajíček,0.3011519813172873
Dan Anghelescu,0.3011522399866703
Stevan Reljić,0.3011524773302492
Boxing at the 2016 Summer Olympics – Men's light heavyweight,0.3011533357326727
Başak Gündoğdu,0.30115687012272907
Halo,0.3011588112331225
2016–17 Alashkert FC season,0.3011624988360984
Dmitri Proshin,0.3011659313365488
Pelageya Polubarinova-Kochina,0.30116650037721693
Iowa Hawkeyes football statistical leaders,0.3011701724107685
Aaron Brocklehurst,0.301174200681692
2014–15 York City F.C. season,0.30117568205954326
E. Bertram Mott,0.30117596765077015
John S. Porter (disambiguation),0.30118390186173033
Jefferson Township High School,0.30118402300521285
Jim Dorey,0.30118859067989834
Sree Narayana Guru High School,0.30119882091873684
Teddy Barton,0.30119907650769157
Konrad Fiałkowski,0.301199323676752
Execution (The Twilight Zone),0.3012018987462095
Solar power tower,0.3012037377547711
Erjon Vucaj,0.3012041122359051
Death of X,0.3012056104266408
Ulrich van Gobbel,0.30120611972713673
Jeff Christensen,0.30121010349494176
Oceanus (disambiguation),0.3012119315655809
Madagascar at the Olympics,0.30121303100376595
Fosenhallen,0.3012132097808838
P:CT,0.301214689566639
Radiant Story,0.3012179954302684
Clawster,0.3012204177032057
Will McGuffie,0.30122067539432046
Social network hosting service,0.3012243657178575
Marinko,0.30123616040552237
Jovan Tanasijević,0.3012362772641535
1993 Guam Men's Soccer League,0.3012367460295683
David M. Heyman,0.3012374580469491
Mice Galaxies,0.30123931318445385
Ariel 2,0.30123931483070765
1992 Chinese Taipei National Football League,0.3012403440766774
Inertial wheel pendulum,0.3012418898240432
Battle of Schooneveld,0.301243769088845
2003–04 Wolverhampton Wanderers F.C. season,0.3012456394986502
"Hanford, Washington",0.3012482490062315
Chaos Strikes Back,0.30125307920148175
Black Light (comics),0.30125364282018746
Shir Tzedek,0.3012578897922782
Atet,0.3012602478669354
Pioneer Y,0.30126864607985404
Ednyfed Fychan,0.30127027005192786
Bruce R. Davis,0.3012720898456457
Morkoth,0.30127510063562946
Candy Ass Records,0.3012752734003113
András Pintér,0.3012763566570848
Peter Skalicky,0.30127707293024697
Chris Mason (ice hockey),0.3012772544536795
Voiceless bilabial trill,0.30127922356830816
ASA Tel Aviv,0.3012803411223111
Andrew Turberfield,0.30128886892205253
Holon Toto Hall,0.3012890446486339
Perrikus,0.30128917592229826
Sarah Brown (athlete),0.3012916847059888
Stu Grimson,0.30129452578757365
2018 Clube de Regatas do Flamengo season,0.3012992886653416
Hendrik Herzog,0.30130132484295963
Billy O'Brien (footballer),0.3013071052272387
Steven D Bond,0.3013122332124531
Egid Kiesouw,0.30131380388746376
Center Ice Arena,0.30131471878981236
"Hughesville, New Jersey",0.3013151286995002
Florin Pripu,0.3013166635402294
Jacob Mellis,0.3013181872915964
Fountain corrections facility,0.3013185883532309
G.K. Fountain Correctional Facility,0.3013185883532309
Hanley High School,0.30131923929201027
Sam Johnstone,0.3013196427847546
Samuel Barbour,0.30132296404961056
John Endres,0.3013237661448312
Owain Goch ap Gruffydd,0.30133018068689105
International Journal of Meteorology,0.30133254117247354
Rufus Porter Museum,0.30133893185790955
Inge Schmitz-Feuerhake,0.3013482503106889
NGC 6401,0.30135104880267044
"Nicolás González (footballer, born 1998)",0.30135106016863167
Gp-39 (disambiguation),0.3013559136724176
Toshinobu Katsuya,0.30135609832489485
Darwin (comics),0.30135979741884916
Affricate consonant,0.3013639203776444
Dieter Riedel,0.3013653245173071
José Valerio,0.3013683189692467
Benjamin Baillaud,0.30137033940710317
Reggie Stephens (cornerback),0.301372309124509
Mick Prendergast,0.30137549059615804
Roseburg Senior High School,0.30137585423419716
Lucian Sânmărtean,0.3013812457886805
Crusher (comics),0.3013814852723361
Miikka Salomäki,0.30138835835744787
Dmitri Kudinov,0.30138862521346205
General Electric Research Laboratory,0.30139560924640924
Abraham Brook,0.3013961192801
Hielos continentales,0.3013968594490768
Acuerdo de Campo de Hielos,0.3013968594490768
Santiago García Granda,0.3014100719398722
Jan Bulis,0.3014131591122819
Amity Hall (1789 ship),0.30141363722470577
Mark Lamb,0.30141530120550125
Keith Jones (American football),0.30141920835642794
2015–16 Swindon Town F.C. season,0.30142104805049663
Toru Morikawa,0.3014291420111298
Eiður Guðjohnsen,0.30143112651208265
University of Alabama Observatory,0.3014313357175252
Guildford & Dorking United F.C.,0.30143269624353497
Maksim Galiullin,0.30143377187039117
Scott Scudder,0.3014342725220654
Euippe,0.3014342808525154
Waking Moments,0.30143645612856806
Causes of landslides,0.3014367774815367
Twilight (disambiguation),0.3014394799392146
Cartoon Network Racing,0.3014431672875651
Claudiu Pascariu,0.30144343929707934
Cristin ferch Goronwy ab Owain,0.30144371301209016
Hirsch Lehren,0.30144444205120563
Pi Aquarii,0.30144845940221004
Nenad Starovlah,0.30144894714769416
NGC 4323,0.301450892537383
Futoshi Ikeda,0.3014509032783621
Modifier letter apostrophe,0.30145144248329314
William Gros,0.301454139293266
Unionville High School,0.3014568077270127
1960–61 Yugoslav Ice Hockey League season,0.3014602119097617
2009–10 S.S. Lazio season,0.30146218193594276
1998 European Athletics Championships – Women's triple jump,0.3014663361575285
United Democratic Forces (disambiguation),0.3014669377493948
Marco Ruitenbeek,0.30146808273218667
Smoke (novel),0.30146897715716486
"Heim, Michael",0.3014747350550139
2002 OFC Women's Under 19 Qualifying Tournament,0.30147497616558155
2003 Temple Owls football team,0.30147508181817556
Peer Kluge,0.3014788257953139
Hermann Lemp,0.30148167152530136
Yeongil,0.30149001783550555
Drive testing,0.3014909570086467
2016–17 Notts County F.C. season,0.3014917732808247
Ostriker–Peebles criterion,0.3014933016899825
Aleksey Negmatov,0.301494137274162
List of Iowa Hawkeyes football seasons,0.301503180885598
Zothanmawia,0.3015054035838488
Brix,0.3015072202868416
1936 Cornell Big Red football team,0.3015113611440717
