title,prediction
Richard Tysseling,0.20009511498391075
Gerard Reedy,0.20009514202332368
Jordan Spence,0.20009517935437
Joe Shaute,0.20009556597062156
Tom Dillon (rugby union),0.20009558353329654
Carl Harstrom,0.2000964490455984
Sam Thorne,0.2000964749606344
John Skinner (poet),0.20009649544485084
Sean Mackie,0.20009776935877882
Maurice Yonge,0.20009790013474446
Calgary Cardinals FMBA,0.20009806337828703
1910 Ottawa Rough Riders season,0.20010014992751912
1909 Holy Trinity Hilltoppers football team,0.20010058973418463
Racing Club Portuense,0.20010061825663822
Paul Casanova,0.200100859564158
Alan Freeland,0.2001013327439619
John Orr (rugby union),0.20010284859587218
List of astronomy journals,0.20010293330250398
Craig Gardner,0.2001039081605765
1950 FIFA World Cup,0.20010391218808668
Mee (crater),0.20010393115022157
Giancarlo,0.20010465136225705
Jacques Fick,0.20010493081458108
2014 VTV9 – Binh Dien International Women's Volleyball Cup,0.20010527519777713
Polish parliament (expression),0.20010569730940078
René de Longueil,0.2001065036361645
Robert Stone (basketball),0.20010675584567872
John Chetwode Eustace,0.2001091686866668
Université de la Guyane,0.2001094371580062
Niklaus Pfluger,0.20011019339350455
Rugby sevens at the 2017 Commonwealth Youth Games,0.20011032189279715
1983–84 Bulgarian Cup,0.2001104562718629
Will Genia,0.20011087962270213
List of international cricket centuries at St George's Park,0.20011197002534728
Paweł Holc,0.20011239596004984
D. Ray Heisey,0.2001127750369257
Lower Richland High,0.20011414668981
Display question,0.20011429919562843
Nancy Dye,0.20011462173989525
Thomas Waller (fl. 1421–1435),0.20011493451637338
David Sutton (American football),0.2001152828660109
Roberto César,0.20011544769261386
Jim Hamilton (ice hockey),0.20011709331734295
Ansgar Brinkmann,0.20011764377531902
Cycling at the 2010 South American Games – Women's BMX 20 inches wheel,0.20011789401838675
Pat Delaney (Kilkenny hurler),0.20011881792919203
Samuel Gilmore (footballer),0.20011919502319628
Leonard Schlesinger,0.20011971504187895
1992 NHL Supplemental Draft,0.2001199694951967
Saïd Hireche,0.20012051055730987
Thomas Eisenmann,0.2001206915250567
Moisés E. Molina High School,0.2001211829959588
2017 Internazionali Femminili di Brescia,0.20012124076079252
Fangio Buyse,0.20012183191231472
"Sir John Ainsworth, 1st Baronet",0.20012236759986607
Matthew Meigs,0.20012362111068369
Val Robinson (hockey player),0.20012377646015395
Propaedeutics,0.2001238847091771
Community day school,0.20012410088748933
Antoon Jozef Witteryck,0.2001246746325406
"Robert Roberts (footballer, born 1892)",0.20012588389076028
1963 World Ice Hockey Championships,0.20012607752666928
VSSC (disambiguation),0.20012698507632198
Nicholas Francis (judge),0.20012722173351055
2015 NorthEast United FC season,0.20012752358334546
Microsoft Ants,0.2001278349190234
Petri Kokko,0.20012864802744254
Konrad Johann Martin Langenbeck,0.20012982327071618
Niki Stevens,0.20013063807389356
Hōjō Yoshimasa,0.20013065126258528
Lawson-Tancred baronets,0.20013159763438712
Polynomial time hierarchy,0.20013222184827667
Filosseno Luzzatto,0.20013233461881663
John Egerton,0.20013239191522592
Nash Rocky Mount Early College,0.20013261153344722
1945 Sun Bowl,0.20013312783103512
Ryan Malone (soccer),0.20013344734184554
Charles L. Ingersoll,0.20013345399142923
Grandview Independent School District,0.20013389264388082
2009–10 CWHL season,0.20013409347677197
Demetrius Byrd,0.20013424837973143
2006 Critérium du Dauphiné Libéré,0.20013495196637016
My SAT Coach,0.20013508255896045
Goran Ivelja,0.20013533665088415
Holling (surname),0.20013586199368844
Lahaul and Spiti (Vidhan Sabha constituency),0.2001362690345708
Pousse,0.20013676808589534
Gergő Menyhért,0.20013692695421742
Aldo Sensibile,0.2001372242087512
"Ackermann, Georg",0.2001384004650049
Brad Crawford (American football),0.20013889329199708
"St Michael's Catholic School, High Wycombe",0.20013895879365382
Collomb,0.20013937026459275
List of state leaders in 2002,0.20013952012260572
Mike Girsch,0.20013957025268683
Burmese rupee,0.2001397568853963
Killeen (surname),0.20013991062139558
Henry de Bourne,0.2001400725346435
Henk de Looper,0.20014136548043177
Porfirio Feliciani,0.2001414521231514
SNCF Class X 97150,0.20014150985302595
Jonathan Dziedzic,0.200141829497765
"Cunningham, Andrew",0.20014195609063795
"St. Benedict Academy (Erie, Pennsylvania)",0.20014237304977794
Joern Meissner,0.20014248538239268
Richmond Community High School,0.20014441459413718
Jackie Shipp,0.2001447949248131
Rudy Saintini,0.20014531598585877
"George Craven, 3rd Earl of Craven",0.20014650258389893
Chamond,0.20014670456477426
2017 in Madagascar,0.20014676368418427
Boteler,0.20014678213908688
Stalin Hoover,0.2001475083298157
Al Rasheed University College,0.2001480072205758
Omar Sowunmi,0.20014811274352146
David Karoly,0.20014845583106702
1981–82 Divizia A,0.20014895812248368
George Ludlow,0.20015027343304245
Poe school bombing,0.2001507152406372
Emergency phone number,0.2001507619462966
Johan Sebastian Cammermeyer,0.20015117710925928
Heuristic argument,0.20015127208104846
Thomas von Scheele,0.2001519783352618
American football in North Central Pennsylvania,0.2001520580556612
"Himachal Pradesh Legislative Assembly election, 2007",0.20015215746499837
Tetrafluoropropylene,0.2001535770087505
Tetrafluoropropene,0.2001535770087505
Lakewood Louie,0.2001543304202054
Rupert Hill (cricketer),0.20015448973773758
Allentown Cardinals,0.20015451640101886
Alexandra Killewald,0.20015473468766684
1897 Gallaudet Bison football team,0.2001549572926949
Ann Fairbairn,0.20015506919967177
Philip Jones (priest),0.200155320179144
Jimmy McClelland,0.20015541391656302
Thomas H. Hamilton,0.20015721209871815
"Notre Dame High School (Clarksburg, West Virginia)",0.20015825243706012
1902 California Golden Bears football team,0.20015868138940443
Alexander Haddow,0.20015896228181082
Deep Space,0.20016012700158972
Josh Swogger,0.20016025856661077
Words of Gold,0.2001617354851957
Wesley de Jesus Correia,0.20016207860506818
Informal hall,0.20016216545076088
Pete Coscarart,0.2001625588022889
Josh Freeman,0.20016289792407435
Giovanni Battista Zeno,0.20016346687884265
2008 IRB Pacific Nations Cup,0.20016376805335281
Maurizio Peluso,0.20016484323639266
Okoli Chukwuka,0.20016487057969765
"Holy Trinity Academy, Telford",0.20016566975294417
Shohei Takeda,0.20016600717600241
Edward Cotton-Jodrell,0.2001660421027492
Vasco Modena,0.2001664742463941
1907 Missouri Tigers football team,0.20016649590460234
Denison College,0.2001689578238223
"Members of the Tasmanian Legislative Council, 1885–1891",0.20016900534306908
Ahmed Reda Tagnaouti,0.2001694230342054
Vadim Khugayev,0.20017061503457675
1950–51 Arsenal F.C. season,0.20017147532735743
Déborah Anthonioz,0.2001715302384824
George Kiick,0.20017191281380378
List of Bangladeshi scientists,0.20017202028913172
Mike Christopher,0.20017273147186823
Arcadia Invitational,0.2001729996016134
Tang Dechao,0.2001730380725259
2009–10 Ligue 2,0.2001737556739826
Swedish Master Series,0.20017568965921653
"Indian vice-presidential election, 2002",0.20017570571057117
Morning Glory School and College,0.20017572200179667
John Gilbert (bishop of St David's),0.20017614340038883
1901 Challenge Cup,0.20017620484413498
Thomas Keiser,0.20017806181277178
Latent typing,0.20017860697399203
Martin Rucker,0.20017892364249307
Brooklyn Visitations,0.200179641823015
Eudes of Brittany,0.20018026065234057
Tengen (Go),0.20018101556300452
Laguna BelAir School,0.2001813544975512
Abbotsfield School for Boys,0.2001816076637453
Don McGrath,0.20018164093963484
Sa'dun Hammadi,0.2001819627472425
Nathan F. Dixon II,0.20018275470359398
Steve Gotaas,0.2001831429612842
Edward Robb,0.20018340504604537
Giorgio Lazzari,0.20018430823891784
EuroBasket,0.20018456501923507
Boaz City School District,0.2001862539631874
Perseus (munition),0.200187080981472
Pierre-Henri Larcher,0.20018779433795153
Train Reporting Code,0.2001881438009398
Peggy Smith Martin,0.20018936009353205
Chinsurah Deshbandhu Memorial High School,0.20019049061244557
1901 Georgetown Hoyas football team,0.2001915597499794
Cliff Riley,0.20019165753015017
Ted Shepherd,0.20019209312308736
Bernard Wasserstein,0.20019423929453603
1978 Southern Cross Games,0.20019544152757793
Takatsukasa Masahiro,0.2001968341569267
Jean E. Lowrie,0.20019777645378206
Krishna Prasad,0.20019801827843084
Hessian Cup,0.20019836365031934
Arthur W. Barton,0.20019928606019854
Jon Cooper,0.200199693967546
The Mood and Feelings Questionnaire,0.20019984324211676
Zbynek Mlynarik,0.2002000774359708
"Holy Trinity Church, Lambley",0.20020120874157077
Samuel Ouedraogo,0.2002022702480262
The X Factor 2011 (UK Series 8),0.2002024668275694
K. K. Nayar,0.20020386830442033
Theodore K. Rabb,0.200205311653257
Kenneth Batty,0.20020602050476982
TTRENT,0.20020666705154766
Leyte Normal University,0.2002073840391969
Idaho Athletic Hall of Fame,0.2002075977613642
Earl of Hardwicke,0.20020860474843422
Mohammed Tahir,0.20020870852669026
Matthew Connell,0.2002091974562094
1976 Amstel Gold Race,0.20020934066012916
2014 ICC Africa Twenty20 Division Three,0.20020963655329
Columnar transposition,0.2002098353076149
Sergei Volgin,0.20021021026883498
"John Williamson (footballer, born 1981)",0.2002104296602547
George Emlen Hare,0.20021056066306928
Ruslan Surodin,0.20021134184999081
Henry G. Knight,0.20021214755193414
Athelstan Beckwith,0.20021308606235244
Chris Robinson (baseball),0.20021355534481008
Università Leonardo da Vinci,0.20021536745889343
Berkant Güner,0.2002154692612815
Scott Hamilton (rugby union),0.20021614909494057
1986–87 Bulgarian Cup,0.20021643003304673
2003 Korean FA Cup,0.20021748619108712
Jan Plamper,0.2002186758010508
Launcelot Brown,0.20021881928482965
1982 New Zealand rugby league tour of Australia and Papua New Guinea,0.20021973929829978
Experimental Middle School of Beijing Normal University,0.20022053578892512
Margate Salmestone,0.2002206552456203
School District 22 Vernon,0.2002211584828633
Football at the 2017 Island Games,0.20022165289754285
Harry Gibson (field hockey),0.20022200391602668
Moorhouse Chantry Chapel,0.20022205337162904
Ørjar Øyen,0.20022222927456063
Andy Russell (American football),0.2002235686685518
1981–82 Ekstraklasa,0.20022389342117705
Charlie Hodes,0.20022412883438995
Robert de Chauncy,0.20022486531687184
St. Joseph Catholic School (Miami Beach),0.20022527825026865
Lowdermilk,0.20022666492878713
Reece Lyne,0.20022695693677198
"Combined Scottish Universities by-election, 1934",0.20022735222036642
Rumson-Fair Haven Regional High School,0.20022736727549545
Grady County Schools,0.20022787979238843
Casa Del Niño Schools System,0.20022813767430586
Agnese di Hohenstaufen,0.20022882180465826
2015 National League Division Series,0.20022909016042498
Druimdrishaig,0.20022955085320734
Franz Pachl,0.20023015939254196
Aaron Chalmers,0.20023041731345254
Bruno Lamas,0.20023140821040022
Thomas Coote,0.2002320418373373
John Van Horlick,0.20023267867538463
2017 WFG Tankard,0.2002327292277677
Prairiewood High School,0.2002332711191126
Roger Wickson (figure skater),0.20023335667264494
Robert Brandenberger,0.2002365804128095
Georg Gottlieb Pusch,0.20023670404634716
Richard Hampden (after 1674 – 1728),0.2002370810464692
Hula Bowl,0.20023747858024976
Terttu Nevalainen,0.20023785405011427
Yann Songo'o,0.20023835032879453
Fred Taylor (Australian footballer),0.20023856673504792
John B. Hotchkiss,0.20023926596941652
San Juan High School (California),0.20023961031085982
Gopinath Gajapati,0.2002399261890886
Horacio Carbonetti,0.20024099054161384
1961 Campeonato Centroamericano y Caribe,0.20024107600711927
Laurence Piturro,0.2002410777253882
Guadeloupe franc,0.20024157138103357
Otroci,0.2002416418339003
Irene Awino Otieno,0.20024345165815596
2015 WTA Elite Trophy – Doubles,0.20024408117198614
Joel Pachao,0.2002442029367503
Lucio Maranta,0.200244845186116
Super Bub Contest,0.20024575259041846
MacNeille,0.20024626827728867
Toumani Diagouraga,0.20024674959985292
Falsification,0.2002468107265947
1967 in Japanese football,0.20024688480693206
Georg Friedrich Wilhelm Rümker,0.2002471551690676
Gino Cappello,0.20024742396501438
1926–27 Ottawa Senators season,0.20024877661977333
Watervliet Junior-Senior High School,0.200249073180149
Hu Jinghang,0.20024927236848655
Tikhon Chicherin,0.20024962604214538
Roxburgh College,0.20024968203763094
Howard Clark (American football),0.2002497952215611
Ioan Tegid,0.20025017868524106
Denton Guyer,0.2002510314045015
Sajid Mohsin,0.20025108771345437
Carrizo Springs Consolidated Independent School District,0.2002514435090461
Ute Berg,0.20025172707459368
Anovec,0.20025216599827145
1975 Meistaradeildin,0.20025287337034625
2007 IIHF World U18 Championship Division I,0.20025338825018435
Westminster (district board),0.2002539179429706
Miss Israel 1976,0.20025404086099732
On Sizes and Distances,0.20025410606534472
Giovanni Giacomo Monti,0.20025417504070428
Marcello Guarducci,0.2002543866970304
Ali Hazami,0.20025467917653827
1997 Jeux de la Francophonie,0.20025558716775368
Clarke Schmidt,0.20025580297031656
George Youell,0.20025723494960918
Louis-Paul M'Fédé,0.20025737989896317
Malik Beasley,0.20025757134359853
Lon Smith,0.20025784509325867
Vadim Novoselov,0.20025949181401861
Optional preferential voting,0.20025978654879475
Clemens Trimmel,0.2002602508158417
Thomas Rennell (scholar),0.20026047216192083
George Catchpole,0.20026142462105045
Just Fontaine,0.20026143141830155
Pier Luigi Carafa (bishop),0.20026148194026858
La Salle Consultancy Schools,0.20026199516598295
1908 Kendall Orange and Black football team,0.20026200145139111
2010–11 Edinburgh Rugby season,0.20026233580578998
Achinos,0.20026307368867177
James Clifford (MP),0.20026360115758854
Ottaviano Garzadoro,0.20026400013802972
Alex Bourret,0.2002644045171436
Isaac Gray,0.2002652562671038
Attila Ladinsky,0.20026528711339084
Alfred Gatty,0.20026554269138314
1947 BAA draft,0.20026718389094264
Jevtović,0.20026721130614009
2009 America East Conference Baseball Tournament,0.20026774811399362
Rockwall High School,0.20026833813085337
Ruth Williams (badminton),0.2002688355205495
Francis Radclyffe,0.20027102081777085
Hugh Moulton,0.20027143111215848
Alexander Wynaendts,0.20027296018275725
XOM,0.20027350596171029
1884 DePauw Tigers football team,0.2002741206185015
George Woolston Pyke,0.20027448397534806
Roger Burkman,0.20027450056186488
Dryophthorus,0.2002746323140405
Polje pri Bistrici,0.20027585064061207
Regular hexagons,0.20027673878026697
Mirative,0.2002773258292912
2017 Heilbronner Neckarcup,0.20027746613116118
Aldo Martínez,0.20027752629617973
Luke Wilkshire,0.20027755893455831
1924 Centenary Gentlemen football team,0.2002777703775096
Gehendra Bahadur Rajbhandari,0.20027800230451037
Tom Franckhauser,0.20027887494942068
1952–53 Scottish Cup,0.20027941293492915
Bert Norris,0.20027953642183216
Gladstone (New Zealand electorate),0.20027961810914102
Urschel,0.20028028192266636
Charles Garner,0.2002811766153185
1917–18 PCHA season,0.20028225335673697
Des Coe,0.20028271292275207
William Beadel,0.2002827368427479
Horace Baker (footballer),0.20028346386839035
Northwood School,0.20028402863647118
2005–06 KML season,0.20028403206022877
Laurent Akoun,0.20028406441891305
1904 Dartmouth football team,0.20028496185057018
List of NJCAA Division I schools,0.20028676908391352
List of Birmingham City F.C. players,0.20028730527297156
Jacques Heurgon,0.20028752526018653
1994 Sligo Senior Football Championship,0.20028805752606674
Andy Vilk,0.20028833004937865
Paul Lawrence Farber,0.2002886456910653
Kohut,0.20028908110920143
Con Bahen,0.2002894032923405
Deputy Prime Minister of Greece,0.20028997008342148
1984 Rutgers Scarlet Knights football team,0.20029010591838828
1959 Five Nations Championship,0.20029067739476708
"Ein Lämmlein geht und trägt die Schuld, GraunWV B:VII:4",0.20029076958705164
Abdullah Al Noman,0.200291761943924
Abū Ṭāhir al-Silafī,0.20029178797017388
Les Handley,0.2002919966422479
Catherine Zimmerman,0.20029342649411697
Marjan Šemrl,0.20029389530486696
The Oxford History of the French Revolution,0.20029476832625703
"Moray Council election, 2003",0.2002954654510965
1998 AFC U-17 Championship qualification,0.20029590941460843
FC Kaisar,0.20029618549544004
"James Cecil, 3rd Earl of Salisbury",0.20029661605527854
First Women's Basketball League of Serbia and Montenegro,0.20029799598088327
Giacomo Lamplough,0.20029860408833014
Gordon Marshall (cricketer),0.20029921193177003
2006 Sydney Swans season,0.2002994823973907
Economic Synergy,0.20030014829202658
Crónicas anónimas de Sahagún,0.20030062196421727
1984–85 Algerian Cup,0.20030089787316202
1960 Cal Poly Mustangs football team,0.20030179726200043
Steve Mason (biblical scholar),0.20030200443509782
Confucius Prize,0.20030213362314633
2017 Georgian Cup,0.20030244624054014
Seanna Mitchell,0.2003026756192681
Đorđe Nikolić,0.20030414228950497
Jimmy Cowie,0.20030529667421604
Edward Hudson (footballer),0.2003060458672319
1988–89 Eredivisie,0.20030697571491565
Gennaro Antonio Federico,0.20030735384397594
Len Wootton,0.20030749134162923
1952 St. Louis Browns season,0.20030768456240394
William Chauncey Fowler,0.20030787080374524
Débora Silva,0.20030822319145083
João Lucas Cardoso,0.20030843086856953
Henry Booth (MP for Derbyshire),0.2003086390005663
Vankleek Hill Cougars,0.20030869530136072
Tweety Carter,0.20030915433474078
2009 Savannah State Tigers baseball team,0.20030937309613417
Aslambek Aslakhanov,0.20030964380752483
Akosua Adoma Perbi,0.20030964695467274
Indonesia at the 1970 Asian Games,0.2003104554652084
Stanisław Łoza,0.20031055441223536
Maudlin,0.2003121188611267
"Smith, Samuel",0.20031229184341817
Enrico Rossi Chauvenet,0.20031319154726973
Torii (disambiguation),0.2003138367728079
Fraternitas and Gevjon,0.2003141145751014
Michael Irvine,0.20031469159608448
Beach volleyball at the Summer Universiade,0.20031490838703744
Graham Taylor (baseball),0.20031507612384805
Historian (journal),0.20031626093636837
1980–81 Norwegian 1. Divisjon season,0.20031659066365196
Desislava,0.20031703735927486
Picchetti Ranch,0.20031757411420414
Maksim Pugachyov,0.20031766103858228
Open questions,0.20031872957199048
Albanian First Division,0.20031902439370428
Anthony Colly,0.20032009965150852
1927 New York Yankees season,0.20032013014288702
2002 Premier League Snooker,0.20032018421316947
Algeria at the 2013 Mediterranean Games,0.2003202965452586
1997 Men's Hockey World Cup Qualifier,0.20032046125288522
Padmanabhan Prasanth,0.2003207199193825
Will Dean,0.20032090949177103
Jimmy Johnstone,0.2003215306390118
Beriah Botfield,0.2003216405040883
Seoul FC Martyrs,0.20032164386645024
"Sir William Chaytor, 2nd Baronet",0.20032215891935187
Otto August Rosenberger,0.2003230685634999
Zoran Knežević (politician),0.20032329038308702
2008 Saitama Seibu Lions season,0.20032396675553849
Walter Civitareale,0.2003240508929954
Gary Dempsey (Irish footballer),0.20032493989732036
Tanki X,0.2003261911591131
Guru Amonkar,0.20032631016322544
Jonny Pownall,0.20032631300412887
Donald Chant,0.2003268548561753
Kenner Gutiérrez,0.2003269322963501
"Gardner, Douglas",0.20032699642803314
2013 Associação Portuguesa de Desportos season,0.2003271055558061
2019 Rugby World Cup – Africa qualification,0.20032882985671047
Asif Ismail,0.20032926036337736
Consensus clustering,0.2003324830690092
Riccitelli,0.2003325544237694
Ahn Ji-ho,0.20033306404753148
Cycling at the 2010 South American Games – Women's team pursuit,0.20033314665297616
Chaotic Trading Card Game,0.2003333746555468
"McLaren Park, New Zealand",0.20033371428389823
Penelope Brown,0.20033738040599622
List of middle schools in Miami-Dade County,0.20033739397016864
Maximiliano Cejas,0.20033741967490695
Jan Peder Jalland,0.20033784769044402
Ichijō Kaneteru,0.20033789994873474
Bruno Mezenga,0.200338286880698
Francisco Manuel Ruano Bausán,0.20033982467164357
Henry Duffield Craik,0.20034009170017156
Columbus Square,0.2003409413903911
David Coldrick,0.20034131826258247
Bernard Benjamin,0.20034151048608256
Pontifical Irish College,0.20034163817895187
1936 São Paulo FC season,0.20034245179809979
Ruler of Pakistan,0.20034295619378753
Amir Hadžiahmetović,0.20034311253167944
Nate Hawkins,0.2003441608687788
Cann v Willson,0.20034447005446254
Rajan Tiwari,0.20034472853920648
Dietrich Duhm,0.20034501934710852
Brendan O'Callaghan,0.2003461787382633
Collège de Tournai,0.20034649768809756
Jeremy Bonderman,0.20034700588262983
Universal measuring machine,0.20034723173644867
Bishop of Basingstoke,0.2003472329000828
Ari Santos,0.20034726402760902
RNS formalism,0.20034728096665452
Dan Smith (ice hockey),0.20034737769217012
Hans Berggren,0.20034885010378906
Simon Davis (English cricketer),0.20034930321240912
Louis Graves,0.20034948534162
Albacete Balompié,0.20034989254494787
1998 UEFA European Under-21 Championship qualification,0.2003500661951375
Greg Myers,0.20035017876995062
John Sapcote (MP for Ripon),0.20035028096995697
John Lamont (Scottish politician),0.20035031847466803
Lars Bender,0.20035078101531698
John Astley,0.20035078245639232
Mastermind Champion of Champions,0.20035080078719664
Government School Teachers Association GSTA Delhi,0.20035118181724554
George Ferris,0.20035151708747514
Well-conditioned,0.20035152071286846
Ramnad Raghavan,0.20035199244146007
The Biglow Papers,0.20035205187717292
Oakeley baronets,0.20035251582665042
Six sense spheres,0.20035263732323547
Ronnie Abeysinghe,0.20035429448114803
Franco Zaglio,0.20035549764322286
Ken Carpenter (cyclist),0.20035560031716587
Ade Hamnett,0.2003557185560888
Hugh McCluggage,0.20035575343301978
Tijani Luqman Opeyemi,0.20035598671988233
9/5,0.20035608402914598
Gonzalo Herrera Olivares,0.20035639878903866
Zack Flores,0.20035749731159946
William Neville (by 1532-59 or later),0.20035801895226496
2010 Paris–Nice,0.2003583407130622
1964 NAIA Division I Men's Basketball Tournament,0.2003584804637008
Sadiq Abdulkarim Abdulrahman,0.20035860974297995
1948–49 Stoke City F.C. season,0.20035893346963352
"Michigan gubernatorial election, 1974",0.20035917257898292
2013–14 Persepolis F.C. season,0.200359204757536
